Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Description,Program Description,Account Type,Account Code,Account Category,Account Description,Amount,Project Code,Program Code,Budget Type,Budget Name,Amount as number
FY14-15,Public Works,Public Works,30211,Engineering & Construction: Admin,7760,Grant Clearing,PWA OVERHEAD CLEARING,ADMINISTRATION-TO BE ALLOCATED,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",4200,A167710,AD01,2,Adjusted,4200
FY14-15,Public Works,Public Works,30211,Engineering & Construction: Admin,7760,Grant Clearing,PWA DESIGN - ADMINSTRATION,PROJECT DELIVERY,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",1650,A167720,IN06,2,Adjusted,1650
FY14-15,Public Works,Public Works,30214,ADA Programs,2211,Measure B: ACTIA,UNDETERMINED PROJECT,AMERICANS WITH DISABILITIES ACT PROGRAMS,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",2100,0000000,YS10,2,Adjusted,2100
FY14-15,Public Works,Public Works,30214,ADA Programs,7760,Grant Clearing,PROJECT MGT CLEARING,AMERICANS WITH DISABILITIES ACT PROGRAMS,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",2100,A167810,YS10,2,Adjusted,2100
FY14-15,Public Works,Public Works,30231,Project Delivery: Admin,7760,Grant Clearing,PWA DESIGN - ADMINSTRATION,PROJECT DELIVERY,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",4200,A167720,IN06,2,Adjusted,4200
FY14-15,Public Works,Public Works,30232,Construction Mgmt & Material Testing,3100,Sewer Service Fund,UNDETERMINED PROJECT,PROJECT DELIVERY,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",495,0000000,IN06,2,Adjusted,495
FY14-15,Public Works,Public Works,30232,Construction Mgmt & Material Testing,7760,Grant Clearing,PROJECT MGT CLEARING,PROJECT DELIVERY,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",4455,A167810,IN06,2,Adjusted,4455
FY14-15,Public Works,Public Works,30234,Facilities Planning & Development,7760,Grant Clearing,PWA DESIGN - ADMINSTRATION,PROJECT DELIVERY,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",4170,A167720,IN06,2,Adjusted,4170
FY14-15,Public Works,Public Works,30234,Facilities Planning & Development,7760,Grant Clearing,PROJECT MGT CLEARING,PROJECT DELIVERY,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",8280,A167810,IN06,2,Adjusted,8280
FY14-15,Public Works,Public Works,30241,Engineering Design & ROW: Admin,7760,Grant Clearing,PWA DESIGN - ADMINSTRATION,ENGINEERING PLANNING & DESIGN,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",4200,A167720,IN05,2,Adjusted,4200
FY14-15,Public Works,Public Works,30242,Streets & Structures,2211,Measure B: ACTIA,UNDETERMINED PROJECT,ENGINEERING PLANNING & DESIGN,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",585,0000000,IN05,2,Adjusted,585
FY14-15,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,PROJECT MGT CLEARING,ENGINEERING PLANNING & DESIGN,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",5265,A167810,IN05,2,Adjusted,5265
FY14-15,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,UNDETERMINED PROJECT,ENGINEERING PLANNING & DESIGN,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",165,0000000,IN05,2,Adjusted,165
FY14-15,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,PROJECT MGT CLEARING,ENGINEERING PLANNING & DESIGN,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",1485,A167810,IN05,2,Adjusted,1485
FY14-15,Public Works,Public Works,30245,Watershed & Stormwater Program,3100,Sewer Service Fund,UNDETERMINED PROJECT,STORM DRAIN MANAGEMENT & MAINT,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",825,0000000,IN14,2,Adjusted,825
FY14-15,Public Works,Public Works,30245,Watershed & Stormwater Program,7760,Grant Clearing,PROJECT MGT CLEARING,STORM DRAIN MANAGEMENT & MAINT,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",825,A167810,IN14,2,Adjusted,825
FY14-15,Public Works,Public Works,30261,Transportation Services: Admin,7760,Grant Clearing,PWA DESIGN - ADMINSTRATION,TRANSPORTATION & PEDESTRIAN SAFETY,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",4200,A167720,NB33,2,Adjusted,4200
FY14-15,Public Works,Public Works,30264,Traffic Capital Projects,1750,Multipurpose Reserve,UNDETERMINED PROJECT,TRANSPORTATION & PEDESTRIAN SAFETY,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",660,0000000,NB33,2,Adjusted,660
FY14-15,Public Works,Public Works,30264,Traffic Capital Projects,2211,Measure B: ACTIA,UNDETERMINED PROJECT,TRANSPORTATION & PEDESTRIAN SAFETY,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",990,0000000,NB33,2,Adjusted,990
FY14-15,Public Works,Public Works,30264,Traffic Capital Projects,7760,Grant Clearing,PROJECT MGT CLEARING,TRANSPORTATION & PEDESTRIAN SAFETY,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",3300,A167810,NB33,2,Adjusted,3300
FY14-15,Public Works,Public Works,30265,Traffic Safety Program,1750,Multipurpose Reserve,UNDETERMINED PROJECT,TRANSPORTATION & PEDESTRIAN SAFETY,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",2145,0000000,NB33,2,Adjusted,2145
FY14-15,Public Works,Public Works,30265,Traffic Safety Program,2211,Measure B: ACTIA,UNDETERMINED PROJECT,TRANSPORTATION & PEDESTRIAN SAFETY,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",825,0000000,NB33,2,Adjusted,825
FY14-15,Public Works,Public Works,30265,Traffic Safety Program,7760,Grant Clearing,PROJECT MGT CLEARING,TRANSPORTATION & PEDESTRIAN SAFETY,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",330,A167810,NB33,2,Adjusted,330
FY14-15,Public Works,Public Works,30275,IPPD Plans and Programming,7760,Grant Clearing,PWA DESIGN - ADMINSTRATION,TRANSPORTATION PLANNING AND FUNDING,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",4200,A167720,IN17,2,Adjusted,4200
FY14-15,Public Works,Public Works,30511,Infrastructure Ops: Asst Director's Office,7760,Grant Clearing,PWA OVERHEAD CLEARING,ADMINISTRATION-TO BE ALLOCATED,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",5850,A167710,AD01,2,Adjusted,5850
FY14-15,Public Works,Public Works,30522,Electrical Services: Maintenance,2230,State Gas Tax,UNDETERMINED PROJECT,TRAFFIC SIGNAL MANAGEMENT & MAINT,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",825,0000000,IN15,2,Adjusted,825
FY14-15,Public Works,Public Works,30522,Electrical Services: Maintenance,2230,State Gas Tax,UNDETERMINED PROJECT,STREET LIGHT MANAGEMENT & MAINT,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",825,0000000,IN16,2,Adjusted,825
FY14-15,Public Works,Public Works,30522,Electrical Services: Maintenance,2231,State Gas Tax-Prop 42 Replacement Funds,UNDETERMINED PROJECT,STREET LIGHT MANAGEMENT & MAINT,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",825,0000000,IN16,2,Adjusted,825
FY14-15,Public Works,Public Works,30522,Electrical Services: Maintenance,2231,State Gas Tax-Prop 42 Replacement Funds,UNDETERMINED PROJECT,ELECTRICAL & ENERGY EFFICIENCY,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",3300,0000000,IN07,2,Adjusted,3300
FY14-15,Public Works,Public Works,30522,Electrical Services: Maintenance,2231,State Gas Tax-Prop 42 Replacement Funds,UNDETERMINED PROJECT,TRAFFIC SIGNAL MANAGEMENT & MAINT,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",825,0000000,IN15,2,Adjusted,825
FY14-15,Public Works,Public Works,30531,Infrastructure Maint: Administration,3100,Sewer Service Fund,UNDETERMINED PROJECT,SANITARY SEWER MANAGEMENT & MAINT,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",2100,0000000,IN13,2,Adjusted,2100
FY14-15,Public Works,Public Works,30531,Infrastructure Maint: Administration,3100,Sewer Service Fund,UNDETERMINED PROJECT,STORM DRAIN MANAGEMENT & MAINT,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",2100,0000000,IN14,2,Adjusted,2100
FY14-15,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,UNDETERMINED PROJECT,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",1650,0000000,IN04,2,Adjusted,1650
FY14-15,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,UNDETERMINED PROJECT,FLEET MANAGEMENT & MAINTENANCE,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",4200,0000000,IN01,2,Adjusted,4200
FY14-15,Public Works,Public Works,30611,Facilities Environment: Asst Director's Office,7760,Grant Clearing,PWA OVERHEAD CLEARING,ADMINISTRATION-TO BE ALLOCATED,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",5850,A167710,AD01,2,Adjusted,5850
FY14-15,Public Works,Public Works,30631,Facilities Services: Administration,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",4200,0000000,IN02,2,Adjusted,4200
FY14-15,Public Works,Public Works,30632,Facilities Services: Civic Center Complex,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",1650,0000000,IN02,2,Adjusted,1650
FY14-15,Public Works,Public Works,30633,Facilities Services: Hall of Justice Complex,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",4950,0000000,IN02,2,Adjusted,4950
FY14-15,Public Works,Public Works,30634,Facilities Services: Plant Operations,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",3300,0000000,IN02,2,Adjusted,3300
FY14-15,Public Works,Public Works,30635,Facilities Services: Roving Custodial,2310,Lighting and Landscape Assessment District,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",13200,0000000,IN02,2,Adjusted,13200
FY14-15,Public Works,Public Works,30635,Facilities Services: Roving Custodial,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",1650,0000000,IN02,2,Adjusted,1650
FY14-15,Public Works,Public Works,30651,Park Building Maintenance: Administration,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",4200,0000000,IN02,2,Adjusted,4200
FY14-15,Public Works,Public Works,30652,Landscape Maintenance,2310,Lighting and Landscape Assessment District,UNDETERMINED PROJECT,GROUNDS,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",1650,0000000,NB07,2,Adjusted,1650
FY14-15,Public Works,Public Works,30655,Building Maintenance: Electrical / Painting,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",1650,0000000,IN02,2,Adjusted,1650
FY14-15,Public Works,Public Works,30658,Building Maintenance: Structural,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",4200,0000000,IN02,2,Adjusted,4200
FY14-15,Public Works,Public Works,30672,Street Cleaning,1720,Comprehensive Clean-up,UNDETERMINED PROJECT,KEEP OAKLAND CLEAN & BEAUTIFUL,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",1650,0000000,NB35,2,Adjusted,1650
FY14-15,Public Works,Public Works,30674,Illegal Dumping,1720,Comprehensive Clean-up,UNDETERMINED PROJECT,KEEP OAKLAND CLEAN & BEAUTIFUL,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",4200,0000000,NB35,2,Adjusted,4200
FY14-15,Public Works,Public Works,30681,Environmental Services: Administration,1710,Recycling Program,UNDETERMINED PROJECT,RECYCLING & SOLID WASTE,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",2100,0000000,SC17,2,Adjusted,2100
FY14-15,Public Works,Public Works,30681,Environmental Services: Administration,1710,Recycling Program,UNDETERMINED PROJECT,SUSTAINABLE OAKLAND PROGRAM,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",2100,0000000,SC26,2,Adjusted,2100
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,4400,City Facilities,UNDETERMINED PROJECT,SUSTAINABLE OAKLAND PROGRAM,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",1238,0000000,SC26,2,Adjusted,1238
FY14-15,Public Works,Public Works,30689,Environmental Services: Energy Group,7760,Grant Clearing,PROJECT MGT CLEARING,SUSTAINABLE OAKLAND PROGRAM,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",413,A167810,SC26,2,Adjusted,413
FY14-15,Parks & Recreation,Parks & Recreation,501120,OPR Administrative Services,1010,General Fund: General Purpose,UNDETERMINED PROJECT,CENTRAL ADMINISTRATION,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",1650,0000000,NB01,2,Adjusted,1650
FY14-15,Parks & Recreation,Parks & Recreation,509231,Arroyo Recreation Center,1010,General Fund: General Purpose,UNDETERMINED PROJECT,"RECREATION, CULTURAL CIVIC",Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",4200,0000000,NB03,2,Adjusted,4200
FY14-15,Public Library,Library,61111,Director,1010,General Fund: General Purpose,UNDETERMINED PROJECT,LIBRARY SYSTEMWIDE SUPPORT,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",5850,0000000,NB37,2,Adjusted,5850
FY14-15,Public Library,Library,61111,Director,2241,Measure Q-Library Services Retention & Enhancement,UNDETERMINED PROJECT,LIBRARY SYSTEMWIDE SUPPORT,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",4200,0000000,NB37,2,Adjusted,4200
FY14-15,Public Library,Library,61121,Departmental Operation,1010,General Fund: General Purpose,UNDETERMINED PROJECT,LIBRARY SYSTEMWIDE SUPPORT,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",7500,0000000,NB37,2,Adjusted,7500
FY14-15,Public Library,Library,61133,Community Relations,1010,General Fund: General Purpose,UNDETERMINED PROJECT,LIBRARY SYSTEMWIDE SUPPORT,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",1650,0000000,NB37,2,Adjusted,1650
FY14-15,Public Library,Library,61211,Administrative Unit,1010,General Fund: General Purpose,UNDETERMINED PROJECT,LIBRARY SYSTEMWIDE SUPPORT,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",4200,0000000,NB37,2,Adjusted,4200
FY14-15,Public Library,Library,61221,Main Library Administration,2241,Measure Q-Library Services Retention & Enhancement,UNDETERMINED PROJECT,MAIN LIBRARY SERVICES,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",1650,0000000,NB16,2,Adjusted,1650
FY14-15,Public Library,Library,61311,Branch Administration,2241,Measure Q-Library Services Retention & Enhancement,UNDETERMINED PROJECT,BRANCH LIBRARY SERVICES,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",3300,0000000,NB17,2,Adjusted,3300
FY14-15,Public Library,Library,61313,Children's Services / Youth,2241,Measure Q-Library Services Retention & Enhancement,UNDETERMINED PROJECT,LIBRARY SYSTEMWIDE SUPPORT,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",1650,0000000,NB37,2,Adjusted,1650
FY14-15,Public Library,Library,61321,Support Services Unit,2241,Measure Q-Library Services Retention & Enhancement,UNDETERMINED PROJECT,BRANCH LIBRARY SERVICES,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",1650,0000000,NB17,2,Adjusted,1650
FY14-15,Public Library,Library,61331,Brookfield Village Branch,2241,Measure Q-Library Services Retention & Enhancement,UNDETERMINED PROJECT,BRANCH LIBRARY SERVICES,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",1650,0000000,NB17,2,Adjusted,1650
FY14-15,Public Library,Library,61333,Eastmont Branch,2241,Measure Q-Library Services Retention & Enhancement,UNDETERMINED PROJECT,BRANCH LIBRARY SERVICES,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",1650,0000000,NB17,2,Adjusted,1650
FY14-15,Public Library,Library,61339,District I Administration,1010,General Fund: General Purpose,UNDETERMINED PROJECT,BRANCH LIBRARY SERVICES,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",1650,0000000,NB17,2,Adjusted,1650
FY14-15,Public Library,Library,61511,African-American Museum Library,2241,Measure Q-Library Services Retention & Enhancement,UNDETERMINED PROJECT,AFRICAN AMERICAN MUSEUM & LIBRARY AT OAKLAND,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",1650,0000000,NB18,2,Adjusted,1650
FY14-15,Human Services,Human Services,78411,Community Housing Services,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FOSTERING SAFE AND HEALTHY COMMUNITIES,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",380,0000000,SC22,2,Adjusted,380
FY14-15,Human Services,Human Services,78411,Community Housing Services,2108,HUD-CDBG,OCD ADMINISTRATION,FOSTERING SAFE AND HEALTHY COMMUNITIES,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",1271,G05650,SC22,2,Adjusted,1271
FY14-15,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,UNDETERMINED PROJECT,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",4200,0000000,SC09,2,Adjusted,4200
FY14-15,Planning & Building,Planning & Building,84421,Engineering: Permit Center,2415,Development Service Fund,UNDETERMINED PROJECT,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",9900,0000000,PS30,2,Adjusted,9900
FY14-15,Planning & Building,Planning & Building,84451,Inspections: Commercial Building,2415,Development Service Fund,UNDETERMINED PROJECT,DEVELOPMENT PERMIT INSPECTIONS,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",6600,0000000,PS31,2,Adjusted,6600
FY14-15,Planning & Building,Planning & Building,84452,Inspections: Residential Building,2415,Development Service Fund,UNDETERMINED PROJECT,DEVELOPMENT PERMIT INSPECTIONS,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",8250,0000000,PS31,2,Adjusted,8250
FY14-15,Planning & Building,Planning & Building,84453,Inspections: Infrastructure,2415,Development Service Fund,UNDETERMINED PROJECT,DEVELOPMENT PERMIT INSPECTIONS,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",1650,0000000,PS31,2,Adjusted,1650
FY14-15,Planning & Building,Planning & Building,84454,Inspections: Neighborhood Preservation,2415,Development Service Fund,UNDETERMINED PROJECT,LIVABLE NEIGHBORHOOD CODE ENFORCEMENT SERVICES,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",1650,0000000,NB31,2,Adjusted,1650
FY14-15,Planning & Building,Planning & Building,84454,Inspections: Neighborhood Preservation,2415,Development Service Fund,FORECLOSED REGISTRATION PROGRAM,LIVABLE NEIGHBORHOOD CODE ENFORCEMENT SERVICES,Expense,51313,Allowances & Premiums,"Allowance: Auto Flat (1, 2, Partially 3)",1650,A456210,NB31,2,Adjusted,1650
