Fiscal Year Range,Account Type,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Code,Account Description,Account Category,Amount,Budget Type,Budget Name,Amount as number
FY15-16,Expense,Finance,Treasury,8751,Retirement,7100,Police and Fire Retirement System,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,52211,Stationery and Office Supplies,Services & Supplies,3000,1,Adopted,3000
FY15-16,Expense,Finance,Treasury,8751,Retirement,7100,Police and Fire Retirement System,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,52213,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",Services & Supplies,2000,1,Adopted,2000
FY15-16,Expense,Finance,Treasury,8751,Retirement,7100,Police and Fire Retirement System,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,53115,Garbage and Disposal,Services & Supplies,550,1,Adopted,550
FY15-16,Expense,Finance,Treasury,8751,Retirement,7100,Police and Fire Retirement System,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,53313,Official Hospitality,Services & Supplies,2600,1,Adopted,2600
FY15-16,Expense,Finance,Treasury,8751,Retirement,7100,Police and Fire Retirement System,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,53611,Postage and Mailing,Services & Supplies,15000,1,Adopted,15000
FY15-16,Expense,Finance,Treasury,8751,Retirement,7100,Police and Fire Retirement System,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,53719,Miscellaneous Services,Services & Supplies,83000,1,Adopted,83000
FY15-16,Expense,Finance,Treasury,8751,Retirement,7100,Police and Fire Retirement System,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,54111,Accounting and Auditing Services,Contract Services,45000,1,Adopted,45000
FY15-16,Expense,Finance,Treasury,8751,Retirement,7100,Police and Fire Retirement System,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,54511,Legal Fees,Contract Services,150000,1,Adopted,150000
FY15-16,Expense,Finance,Treasury,8751,Retirement,7100,Police and Fire Retirement System,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,54911,Services: Contract,Contract Services,71250,1,Adopted,71250
FY15-16,Expense,Finance,Treasury,8751,Retirement,7100,Police and Fire Retirement System,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,54930,Services: Professional,Contract Services,1821621,1,Adopted,1821621
FY15-16,Expense,Finance,Treasury,8751,Retirement,7100,Police and Fire Retirement System,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,55111,Non-City Vehicle Rentals,Travel & Education,8500,1,Adopted,8500
FY15-16,Expense,Finance,Treasury,8751,Retirement,7100,Police and Fire Retirement System,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,55112,Commercial Transportation,Travel & Education,13000,1,Adopted,13000
FY15-16,Expense,Finance,Treasury,8751,Retirement,7100,Police and Fire Retirement System,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,55114,Per Diem and Lodging,Travel & Education,19000,1,Adopted,19000
FY15-16,Expense,Finance,Treasury,8751,Retirement,7100,Police and Fire Retirement System,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",Travel & Education,9000,1,Adopted,9000
FY15-16,Expense,Finance,Treasury,8751,Retirement,7100,Police and Fire Retirement System,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,55211,Periodical Subscriptions,Travel & Education,1000,1,Adopted,1000
FY15-16,Expense,Finance,Treasury,8751,Retirement,7100,Police and Fire Retirement System,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,55212,Registration and Tuition,Travel & Education,10000,1,Adopted,10000
FY15-16,Expense,Finance,Treasury,8751,Retirement,7100,Police and Fire Retirement System,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,55311,Memberships: Employee Association Dues,Travel & Education,2200,1,Adopted,2200
FY15-16,Expense,Finance,Treasury,8751,Retirement,7100,Police and Fire Retirement System,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,55312,Memberships: City,Travel & Education,1500,1,Adopted,1500
FY15-16,Expense,Finance,Treasury,8751,Retirement,7100,Police and Fire Retirement System,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,56312,Duplicating,Internal Services & Work Orders,5000,1,Adopted,5000
FY15-16,Revenue,Finance,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,49112,Transfers from Undesignated Fund Balance,Transfers from Fund Balance,62136,1,Adopted,62136
FY15-16,Expense,Finance,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,51111,Civilian: Regular,Civilian Salaries,25635,1,Adopted,25635
FY15-16,Expense,Finance,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,51511,Civilian: Paid Leave Charge,Civilian Salaries,7613,1,Adopted,7613
FY15-16,Expense,Finance,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,51611,Civilian: Retirement Accrual,Civilian Retirement,10951,1,Adopted,10951
FY15-16,Expense,Finance,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,12937,1,Adopted,12937
FY15-16,Expense,Finance,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,52211,Stationery and Office Supplies,Services & Supplies,1000,1,Adopted,1000
FY15-16,Expense,Finance,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,53611,Postage and Mailing,Services & Supplies,2000,1,Adopted,2000
FY15-16,Expense,Finance,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,0,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,56312,Duplicating,Internal Services & Work Orders,2000,1,Adopted,2000
FY15-16,Revenue,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,P459610,"RESIDENTIAL PERMIT PARKING AREA ""N""",IP60,PARKING MANAGEMENT,42416,Special Permits: Residential Parking,Licenses & Permits,30000,1,Adopted,30000
FY15-16,Revenue,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,42416,Special Permits: Residential Parking,Licenses & Permits,4873,1,Adopted,4873
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,51111,Civilian: Regular,Civilian Salaries,453712,1,Adopted,453712
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP61,HUMAN RESOURCE MANAGEMENT,51111,Civilian: Regular,Civilian Salaries,71892,1,Adopted,71892
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP62,TECHNOLOGY MANAGEMENT,51111,Civilian: Regular,Civilian Salaries,73872,1,Adopted,73872
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP63,RECORS MANAGEMENT,51111,Civilian: Regular,Civilian Salaries,33188,1,Adopted,33188
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,51212,Civilian: Other Overtime,Civilian Overtime,13480,1,Adopted,13480
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP62,TECHNOLOGY MANAGEMENT,51420,License,Allowances & Premiums,2395,1,Adopted,2395
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,51428,Premium: Bilingual,Allowances & Premiums,9360,1,Adopted,9360
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP61,HUMAN RESOURCE MANAGEMENT,51428,Premium: Bilingual,Allowances & Premiums,2340,1,Adopted,2340
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP63,RECORS MANAGEMENT,51428,Premium: Bilingual,Allowances & Premiums,1170,1,Adopted,1170
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP62,TECHNOLOGY MANAGEMENT,51511,Civilian: Paid Leave Charge,Civilian Salaries,21941,1,Adopted,21941
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP63,RECORS MANAGEMENT,51511,Civilian: Paid Leave Charge,Civilian Salaries,9857,1,Adopted,9857
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,51511,Civilian: Paid Leave Charge,Civilian Salaries,134762,1,Adopted,134762
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP61,HUMAN RESOURCE MANAGEMENT,51511,Civilian: Paid Leave Charge,Civilian Salaries,21353,1,Adopted,21353
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP62,TECHNOLOGY MANAGEMENT,51611,Civilian: Retirement Accrual,Civilian Retirement,31561,1,Adopted,31561
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP61,HUMAN RESOURCE MANAGEMENT,51611,Civilian: Retirement Accrual,Civilian Retirement,30715,1,Adopted,30715
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP63,RECORS MANAGEMENT,51611,Civilian: Retirement Accrual,Civilian Retirement,14179,1,Adopted,14179
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,51611,Civilian: Retirement Accrual,Civilian Retirement,193844,1,Adopted,193844
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,228977,1,Adopted,228977
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP61,HUMAN RESOURCE MANAGEMENT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,36282,1,Adopted,36282
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP62,TECHNOLOGY MANAGEMENT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,37281,1,Adopted,37281
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP63,RECORS MANAGEMENT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,16749,1,Adopted,16749
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,52211,Stationery and Office Supplies,Services & Supplies,4500,1,Adopted,4500
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,52212,"Minor Furniture and Office Equipment (No Asset Number, Not Capitalized)",Services & Supplies,12800,1,Adopted,12800
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,52213,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",Services & Supplies,36220,1,Adopted,36220
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,52919,Supplies: Miscellaneous and Commodities,Services & Supplies,4650,1,Adopted,4650
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,53116,Telephone,Services & Supplies,57321,1,Adopted,57321
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,53611,Postage and Mailing,Services & Supplies,45200,1,Adopted,45200
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,54211,Data Processing Services,Contract Services,708580,1,Adopted,708580
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,54518,Couriers,Contract Services,2000,1,Adopted,2000
FY15-16,Expense,Police,Police Department,101140,Intelligence Unit,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS12,VICE/NARCOTICS,51214,Sworn: Overtime,Sworn Overtime,-20660,1,Adopted,-20660
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,54711,Printing and Duplicating Services,Contract Services,28280,1,Adopted,28280
FY15-16,Expense,Finance,Revenue,8921,Parking: Citation Assistance Center,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,54919,Services: Miscellaneous Contract,Contract Services,2822960,1,Adopted,2822960
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,51111,Civilian: Regular,Civilian Salaries,345865,1,Adopted,345865
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,51317,Allowance: Uniform,Allowances & Premiums,2693,1,Adopted,2693
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,51511,Civilian: Paid Leave Charge,Civilian Salaries,102727,1,Adopted,102727
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,51611,Civilian: Retirement Accrual,Civilian Retirement,147769,1,Adopted,147769
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,174546,1,Adopted,174546
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,52211,Stationery and Office Supplies,Services & Supplies,400,1,Adopted,400
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,52213,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",Services & Supplies,400,1,Adopted,400
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,52917,Shoe/Boot Supplemental,Services & Supplies,768,1,Adopted,768
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,53112,Electricity (Except Street Lighting),Services & Supplies,4530,1,Adopted,4530
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,53116,Telephone,Services & Supplies,600,1,Adopted,600
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,53611,Postage and Mailing,Services & Supplies,1000,1,Adopted,1000
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,54611,Repair and Maintenance: Machinery and Equipment,Contract Services,141604,1,Adopted,141604
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,54919,Services: Miscellaneous Contract,Contract Services,335820,1,Adopted,335820
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,56411,City Vehicle Rentals,Internal Services & Work Orders,35713,1,Adopted,35713
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,58111,Bank and Bond Expenditures,Debt Payments,1000,1,Adopted,1000
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,58214,Capital Lease Obligation Principal,Debt Payments,445758,1,Adopted,445758
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,58215,Interest on Long-Term Debt,Debt Payments,30194,1,Adopted,30194
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1750,Multipurpose Reserve,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,52511,Supplies: Electrical and Plumbing,Services & Supplies,5100,1,Adopted,5100
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1750,Multipurpose Reserve,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,53112,Electricity (Except Street Lighting),Services & Supplies,30000,1,Adopted,30000
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1750,Multipurpose Reserve,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,53114,Water,Services & Supplies,4000,1,Adopted,4000
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1750,Multipurpose Reserve,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,53411,Insurance and Bonding,Services & Supplies,50800,1,Adopted,50800
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1750,Multipurpose Reserve,0,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,54919,Services: Miscellaneous Contract,Contract Services,982600,1,Adopted,982600
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1750,Multipurpose Reserve,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,54919,Services: Miscellaneous Contract,Contract Services,715200,1,Adopted,715200
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1750,Multipurpose Reserve,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,58111,Bank and Bond Expenditures,Debt Payments,5000,1,Adopted,5000
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1750,Multipurpose Reserve,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,58112,Bank and Credit Card Fees,Debt Payments,267500,1,Adopted,267500
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1750,Multipurpose Reserve,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,58211,Loan Principal,Debt Payments,140695,1,Adopted,140695
FY15-16,Expense,Finance,Revenue,8931,Revenue: Parking Meter Collection,1750,Multipurpose Reserve,0,UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,58214,Capital Lease Obligation Principal,Debt Payments,339774,1,Adopted,339774
