Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Type,Account Category,Account Code,Account Description,Amount,Budget Type,Budget Name,Amount as number
FY14-15,Public Works,Public Works,30112, Human Resources,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Services & Supplies,52212,"Minor Furniture and Office Equipment (No Asset Number, Not Capitalized)",3000,1,Adopted,3000
FY14-15,Public Works,Public Works,30112, Human Resources,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Services & Supplies,52213,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",2000,1,Adopted,2000
FY14-15,Public Works,Public Works,30112, Human Resources,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Services & Supplies,52911,Bottled Water and Food for Human Consumption,15000,1,Adopted,15000
FY14-15,Public Works,Public Works,30112, Human Resources,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Services & Supplies,52912,Clothing,5000,1,Adopted,5000
FY14-15,Public Works,Public Works,30112, Human Resources,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Services & Supplies,52919,Supplies: Miscellaneous and Commodities,5000,1,Adopted,5000
FY14-15,Public Works,Public Works,30112, Human Resources,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Services & Supplies,53116,Telephone,3000,1,Adopted,3000
FY14-15,Public Works,Public Works,30112, Human Resources,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Services & Supplies,53219,Rental: Miscellaneous,8000,1,Adopted,8000
FY14-15,Public Works,Public Works,30112, Human Resources,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Services & Supplies,53313,Official Hospitality,1000,1,Adopted,1000
FY14-15,Public Works,Public Works,30112, Human Resources,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Services & Supplies,53314,Advertising and Promotion,1000,1,Adopted,1000
FY14-15,Public Works,Public Works,30112, Human Resources,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Services & Supplies,53611,Postage and Mailing,500,1,Adopted,500
FY14-15,Public Works,Public Works,30112, Human Resources,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Contract Services,54516,Investigative Services,10000,1,Adopted,10000
FY14-15,Public Works,Public Works,30112, Human Resources,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Travel & Education,55112,Commercial Transportation,4000,1,Adopted,4000
FY14-15,Public Works,Public Works,30112, Human Resources,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Travel & Education,55113,Meals,500,1,Adopted,500
FY14-15,Public Works,Public Works,30112, Human Resources,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Travel & Education,55114,Per Diem and Lodging,3500,1,Adopted,3500
FY14-15,Public Works,Public Works,30112, Human Resources,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Travel & Education,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",500,1,Adopted,500
FY14-15,Public Works,Public Works,30112, Human Resources,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Travel & Education,55212,Registration and Tuition,5000,1,Adopted,5000
FY14-15,Public Works,Public Works,30112, Human Resources,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Travel & Education,55311,Memberships: Employee Association Dues,500,1,Adopted,500
FY14-15,Public Works,Public Works,30112, Human Resources,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Internal Services & Work Orders,56123,City Accounting Services,14989,1,Adopted,14989
FY14-15,Public Works,Public Works,30112, Human Resources,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Internal Services & Work Orders,56312,Duplicating,2500,1,Adopted,2500
FY14-15,Public Works,Public Works,30112, Human Resources,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,164503,1,Adopted,164503
FY14-15,Public Works,Public Works,30112, Human Resources,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,175992,1,Adopted,175992
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C396110 , MEASURE DD ADMIN-B,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Civilian Salaries,51111,Civilian: Regular,64082,1,Adopted,64082
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C396110 , MEASURE DD ADMIN-B,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,17708,1,Adopted,17708
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C396110 , MEASURE DD ADMIN-B,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,23801,1,Adopted,23801
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C396110 , MEASURE DD ADMIN-B,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,32348,1,Adopted,32348
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C396110 , MEASURE DD ADMIN-B,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,15458,1,Adopted,15458
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C396110 , MEASURE DD ADMIN-B,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,16538,1,Adopted,16538
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C396110 , MEASURE DD ADMIN-B,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Project Offsets & Carryforwards,78811,Budget Only: Prior  Year Allocation Offset Project Total,-169935,1,Adopted,-169935
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Civilian Salaries,51111,Civilian: Regular,734488,1,Adopted,734488
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Allowances & Premiums,51313,"Allowance: Auto Flat (1, 2, Partially 3)",4200,1,Adopted,4200
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Allowances & Premiums,51414,Sworn: Education,6797,1,Adopted,6797
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Allowances & Premiums,51428,Premium: Bilingual,650,1,Adopted,650
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,202957,1,Adopted,202957
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,272797,1,Adopted,272797
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,370760,1,Adopted,370760
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Services & Supplies,52211,Stationery and Office Supplies,13680,1,Adopted,13680
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Services & Supplies,52212,"Minor Furniture and Office Equipment (No Asset Number, Not Capitalized)",5750,1,Adopted,5750
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Services & Supplies,52213,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",9470,1,Adopted,9470
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Services & Supplies,52629,"Supplies: Misc. Athletic, Craft, and Cultural",1410,1,Adopted,1410
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Services & Supplies,52919,Supplies: Miscellaneous and Commodities,2740,1,Adopted,2740
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Services & Supplies,53116,Telephone,3650,1,Adopted,3650
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Services & Supplies,53219,Rental: Miscellaneous,2500,1,Adopted,2500
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Services & Supplies,53313,Official Hospitality,650,1,Adopted,650
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Services & Supplies,53611,Postage and Mailing,3880,1,Adopted,3880
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Contract Services,54111,Accounting and Auditing Services,15000,1,Adopted,15000
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Contract Services,54711,Printing and Duplicating Services,3340,1,Adopted,3340
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Travel & Education,55112,Commercial Transportation,310,1,Adopted,310
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Travel & Education,55114,Per Diem and Lodging,170,1,Adopted,170
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Travel & Education,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",6060,1,Adopted,6060
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Travel & Education,55212,Registration and Tuition,350,1,Adopted,350
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Travel & Education,55219,Miscellaneous Educational Expenditures,7640,1,Adopted,7640
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Travel & Education,55311,Memberships: Employee Association Dues,1530,1,Adopted,1530
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Internal Services & Work Orders,56114,Facilities: Modifications,3284,1,Adopted,3284
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Internal Services & Work Orders,56211,Modifications: Telephone and Installations,810,1,Adopted,810
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Internal Services & Work Orders,56312,Duplicating,7160,1,Adopted,7160
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,177177,1,Adopted,177177
FY14-15,Public Works,Public Works,30121, PWA Fiscal Services,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,189551,1,Adopted,189551
FY14-15,Public Works,Public Works,30131, Public Works Call Center,1720,Comprehensive Clean-up,0000000 , UNDETERMINED PROJECT,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Civilian Salaries,51111,Civilian: Regular,76356,1,Adopted,76356
FY14-15,Public Works,Public Works,30131, Public Works Call Center,1720,Comprehensive Clean-up,0000000 , UNDETERMINED PROJECT,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Allowances & Premiums,51428,Premium: Bilingual,2436,1,Adopted,2436
FY14-15,Public Works,Public Works,30131, Public Works Call Center,1720,Comprehensive Clean-up,0000000 , UNDETERMINED PROJECT,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,21100,1,Adopted,21100
FY14-15,Public Works,Public Works,30131, Public Works Call Center,1720,Comprehensive Clean-up,0000000 , UNDETERMINED PROJECT,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,28360,1,Adopted,28360
FY14-15,Public Works,Public Works,30131, Public Works Call Center,1720,Comprehensive Clean-up,0000000 , UNDETERMINED PROJECT,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,38544,1,Adopted,38544
FY14-15,Public Works,Public Works,30131, Public Works Call Center,1720,Comprehensive Clean-up,0000000 , UNDETERMINED PROJECT,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,18419,1,Adopted,18419
FY14-15,Public Works,Public Works,30131, Public Works Call Center,1720,Comprehensive Clean-up,0000000 , UNDETERMINED PROJECT,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,19706,1,Adopted,19706
FY14-15,Public Works,Public Works,30131, Public Works Call Center,2230,State Gas Tax,0000000 , UNDETERMINED PROJECT,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Civilian Salaries,51111,Civilian: Regular,32737,1,Adopted,32737
FY14-15,Public Works,Public Works,30131, Public Works Call Center,2230,State Gas Tax,0000000 , UNDETERMINED PROJECT,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,9046,1,Adopted,9046
FY14-15,Public Works,Public Works,30131, Public Works Call Center,2230,State Gas Tax,0000000 , UNDETERMINED PROJECT,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,12159,1,Adopted,12159
FY14-15,Public Works,Public Works,30131, Public Works Call Center,2230,State Gas Tax,0000000 , UNDETERMINED PROJECT,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,16525,1,Adopted,16525
FY14-15,Public Works,Public Works,30131, Public Works Call Center,2230,State Gas Tax,0000000 , UNDETERMINED PROJECT,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,7897,1,Adopted,7897
FY14-15,Public Works,Public Works,30131, Public Works Call Center,2230,State Gas Tax,0000000 , UNDETERMINED PROJECT,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,8449,1,Adopted,8449
FY14-15,Public Works,Public Works,30131, Public Works Call Center,3100,Sewer Service Fund,0000000 , UNDETERMINED PROJECT,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Civilian Salaries,51111,Civilian: Regular,66112,1,Adopted,66112
FY14-15,Public Works,Public Works,30131, Public Works Call Center,3100,Sewer Service Fund,0000000 , UNDETERMINED PROJECT,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Allowances & Premiums,51313,"Allowance: Auto Flat (1, 2, Partially 3)",1650,1,Adopted,1650
FY14-15,Public Works,Public Works,30131, Public Works Call Center,3100,Sewer Service Fund,0000000 , UNDETERMINED PROJECT,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,18268,1,Adopted,18268
FY14-15,Public Works,Public Works,30131, Public Works Call Center,3100,Sewer Service Fund,0000000 , UNDETERMINED PROJECT,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,24555,1,Adopted,24555
FY14-15,Public Works,Public Works,30131, Public Works Call Center,3100,Sewer Service Fund,0000000 , UNDETERMINED PROJECT,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,33372,1,Adopted,33372
FY14-15,Public Works,Public Works,30131, Public Works Call Center,3100,Sewer Service Fund,0000000 , UNDETERMINED PROJECT,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,15948,1,Adopted,15948
FY14-15,Public Works,Public Works,30131, Public Works Call Center,3100,Sewer Service Fund,0000000 , UNDETERMINED PROJECT,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,17062,1,Adopted,17062
FY14-15,Public Works,Public Works,30131, Public Works Call Center,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Civilian Salaries,51111,Civilian: Regular,32737,1,Adopted,32737
FY14-15,Public Works,Public Works,30131, Public Works Call Center,7760,Grant Clearing,A167710 , PWA OVERHEAD CLEARING,AD01,ADMINISTRATION-TO BE ALLOCATED,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,9046,1,Adopted,9046
