Fiscal Year Range,Account Type,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Category,Account Code,Account Description,Amount,Budget Type,Budget Name,Amount as number
FY15-16,Expense,Police,Police Department,102321,Targeted Enforcement Task Force I,2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,PSO,PROBLEM SOLVING OFFICER,Sworn Salaries,51317,Allowance: Uniform,2400,3,Proposed,2400
FY15-16,Expense,Police,Police Department,102321,Targeted Enforcement Task Force I,2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,PSO,PROBLEM SOLVING OFFICER,Sworn Salaries,51112,Sworn: Regular,248537,3,Proposed,248537
FY15-16,Expense,Police,Police Department,102321,Targeted Enforcement Task Force I,2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,PSO,PROBLEM SOLVING OFFICER,Sworn Salaries,51414,Sworn: Education,11127,3,Proposed,11127
FY15-16,Expense,Police,Police Department,102321,Targeted Enforcement Task Force I,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS12,VICE/NARCOTICS,Sworn Salaries,51414,Sworn: Education,9185,3,Proposed,9185
FY15-16,Expense,Police,Police Department,102321,Targeted Enforcement Task Force I,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS12,VICE/NARCOTICS,Sworn Salaries,51317,Allowance: Uniform,2400,3,Proposed,2400
FY15-16,Expense,Police,Police Department,102321,Targeted Enforcement Task Force I,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS11,PATROL AREA 1,Sworn Salaries,51414,Sworn: Education,6353,3,Proposed,6353
FY15-16,Expense,Police,Police Department,102321,Targeted Enforcement Task Force I,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS12,VICE/NARCOTICS,Sworn Salaries,51428,Premium: Bilingual,650,3,Proposed,650
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS11,PATROL AREA 1,Sworn Salaries,51512,Sworn: Paid Leave Charge,186614,3,Proposed,186614
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PSO,PROBLEM SOLVING OFFICER,Sworn Salaries,51411,Shift Pay,13396,3,Proposed,13396
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PSO,PROBLEM SOLVING OFFICER,Sworn Retirement,51612,Sworn: Retirement Accrual,91161,3,Proposed,91161
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS03,CRIMINAL INVESTIGATIONS,Civilian Salaries,51511,Civilian: Paid Leave Charge,11496,3,Proposed,11496
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS12,VICE/NARCOTICS,Sworn Retirement,51612,Sworn: Retirement Accrual,83646,3,Proposed,83646
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS12,VICE/NARCOTICS,Sworn Salaries,51112,Sworn: Regular,154782,3,Proposed,154782
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PSO,PROBLEM SOLVING OFFICER,Sworn Salaries,51112,Sworn: Regular,162520,3,Proposed,162520
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,PSO,PROBLEM SOLVING OFFICER,Sworn Salaries,51411,Shift Pay,15538,3,Proposed,15538
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,CRT,CRIME REDUCTION TEAMS,Sworn Fringe Benefits,51614,Sworn: Fringe Benefits Accrual,69406,3,Proposed,69406
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PSO,PROBLEM SOLVING OFFICER,Sworn Salaries,51428,Premium: Bilingual,1300,3,Proposed,1300
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,PSO,PROBLEM SOLVING OFFICER,Sworn Salaries,51414,Sworn: Education,10716,3,Proposed,10716
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS03,CRIMINAL INVESTIGATIONS,Sworn Salaries,51317,Allowance: Uniform,4000,3,Proposed,4000
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS12,VICE/NARCOTICS,Sworn Salaries,51317,Allowance: Uniform,1600,3,Proposed,1600
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,CRT,CRIME REDUCTION TEAMS,Sworn Salaries,51112,Sworn: Regular,148213,3,Proposed,148213
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,CRT,CRIME REDUCTION TEAMS,Sworn Salaries,51414,Sworn: Education,10598,3,Proposed,10598
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS11,PATROL AREA 1,Sworn Salaries,51414,Sworn: Education,35426,3,Proposed,35426
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS12,VICE/NARCOTICS,Sworn Salaries,51411,Shift Pay,6379,3,Proposed,6379
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS03,CRIMINAL INVESTIGATIONS,Civilian Salaries,51111,Civilian: Regular,38704,3,Proposed,38704
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS11,PATROL AREA 1,Sworn Salaries,51411,Shift Pay,28616,3,Proposed,28616
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PSO,PROBLEM SOLVING OFFICER,Sworn Fringe Benefits,51614,Sworn: Fringe Benefits Accrual,76106,3,Proposed,76106
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PSO,PROBLEM SOLVING OFFICER,Sworn Salaries,51414,Sworn: Education,11251,3,Proposed,11251
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,CRT,CRIME REDUCTION TEAMS,Sworn Salaries,51411,Shift Pay,13263,3,Proposed,13263
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS03,CRIMINAL INVESTIGATIONS,Sworn Retirement,51612,Sworn: Retirement Accrual,232538,3,Proposed,232538
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS03,CRIMINAL INVESTIGATIONS,Sworn Salaries,51315,Allowance: Canine,600,3,Proposed,600
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,CRT,CRIME REDUCTION TEAMS,Sworn Fringe Benefits,51614,Sworn: Fringe Benefits Accrual,75358,3,Proposed,75358
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,PSO,PROBLEM SOLVING OFFICER,Sworn Retirement,51612,Sworn: Retirement Accrual,50586,3,Proposed,50586
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS03,CRIMINAL INVESTIGATIONS,Sworn Salaries,51411,Shift Pay,6379,3,Proposed,6379
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS03,CRIMINAL INVESTIGATIONS,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,19533,3,Proposed,19533
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,CRT,CRIME REDUCTION TEAMS,Sworn Salaries,51512,Sworn: Paid Leave Charge,51293,3,Proposed,51293
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,CRT,CRIME REDUCTION TEAMS,Sworn Retirement,51612,Sworn: Retirement Accrual,84506,3,Proposed,84506
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,CRT,CRIME REDUCTION TEAMS,Sworn Salaries,51414,Sworn: Education,14942,3,Proposed,14942
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,CRT,CRIME REDUCTION TEAMS,Sworn Salaries,51317,Allowance: Uniform,1600,3,Proposed,1600
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS12,VICE/NARCOTICS,Sworn Salaries,51512,Sworn: Paid Leave Charge,49334,3,Proposed,49334
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS12,VICE/NARCOTICS,Sworn Fringe Benefits,51614,Sworn: Fringe Benefits Accrual,72482,3,Proposed,72482
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS03,CRIMINAL INVESTIGATIONS,Sworn Salaries,51512,Sworn: Paid Leave Charge,137848,3,Proposed,137848
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,PSO,PROBLEM SOLVING OFFICER,Sworn Fringe Benefits,51614,Sworn: Fringe Benefits Accrual,38053,3,Proposed,38053
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,PSO,PROBLEM SOLVING OFFICER,Sworn Salaries,51112,Sworn: Regular,81260,3,Proposed,81260
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,PSO,PROBLEM SOLVING OFFICER,Sworn Salaries,51317,Allowance: Uniform,800,3,Proposed,800
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS11,PATROL AREA 1,Sworn Salaries,51317,Allowance: Uniform,5600,3,Proposed,5600
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,CRT,CRIME REDUCTION TEAMS,Sworn Retirement,51612,Sworn: Retirement Accrual,89581,3,Proposed,89581
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS12,VICE/NARCOTICS,Sworn Salaries,51414,Sworn: Education,9185,3,Proposed,9185
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PSO,PROBLEM SOLVING OFFICER,Sworn Salaries,51317,Allowance: Uniform,1600,3,Proposed,1600
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS11,PATROL AREA 1,Sworn Salaries,51112,Sworn: Regular,585476,3,Proposed,585476
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS03,CRIMINAL INVESTIGATIONS,Sworn Salaries,51112,Sworn: Regular,432478,3,Proposed,432478
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS03,CRIMINAL INVESTIGATIONS,Sworn Salaries,51428,Premium: Bilingual,650,3,Proposed,650
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PSO,PROBLEM SOLVING OFFICER,Sworn Salaries,51512,Sworn: Paid Leave Charge,51802,3,Proposed,51802
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,CRT,CRIME REDUCTION TEAMS,Sworn Salaries,51512,Sworn: Paid Leave Charge,47242,3,Proposed,47242
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS12,VICE/NARCOTICS,Sworn Salaries,51428,Premium: Bilingual,650,3,Proposed,650
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,CRT,CRIME REDUCTION TEAMS,Sworn Salaries,51317,Allowance: Uniform,1600,3,Proposed,1600
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,CRT,CRIME REDUCTION TEAMS,Sworn Salaries,51112,Sworn: Regular,160925,3,Proposed,160925
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS11,PATROL AREA 1,Sworn Salaries,51428,Premium: Bilingual,650,3,Proposed,650
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS11,PATROL AREA 1,Sworn Fringe Benefits,51614,Sworn: Fringe Benefits Accrual,274170,3,Proposed,274170
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS03,CRIMINAL INVESTIGATIONS,Sworn Fringe Benefits,51614,Sworn: Fringe Benefits Accrual,202523,3,Proposed,202523
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS03,CRIMINAL INVESTIGATIONS,Civilian Retirement,51611,Civilian: Retirement Accrual,16536,3,Proposed,16536
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,PSO,PROBLEM SOLVING OFFICER,Sworn Salaries,51512,Sworn: Paid Leave Charge,25901,3,Proposed,25901
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS11,PATROL AREA 1,Sworn Retirement,51612,Sworn: Retirement Accrual,317494,3,Proposed,317494
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS03,CRIMINAL INVESTIGATIONS,Sworn Salaries,51414,Sworn: Education,35623,3,Proposed,35623
FY15-16,Expense,Police,Police Department,102324,Gang/Gun Investigation (GGI),2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,CRT,CRIME REDUCTION TEAMS,Sworn Salaries,51411,Shift Pay,12216,3,Proposed,12216
FY15-16,Expense,Police,Police Department,102330,Robbery,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS12,VICE/NARCOTICS,Sworn Retirement,51612,Sworn: Retirement Accrual,91891,3,Proposed,91891
FY15-16,Expense,Police,Police Department,102330,Robbery,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS06,RESEARCH & PLANNING & CRIME ANALYSIS,Civilian Salaries,51111,Civilian: Regular,107545,3,Proposed,107545
FY15-16,Expense,Police,Police Department,102330,Robbery,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS03,CRIMINAL INVESTIGATIONS,Civilian Overtime,51211,Civilian: Holiday Overtime,2520,3,Proposed,2520
FY15-16,Expense,Police,Police Department,102330,Robbery,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS12,VICE/NARCOTICS,Sworn Fringe Benefits,51614,Sworn: Fringe Benefits Accrual,79866,3,Proposed,79866
FY15-16,Expense,Police,Police Department,102330,Robbery,2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,PSO,PROBLEM SOLVING OFFICER,Sworn Retirement,51612,Sworn: Retirement Accrual,84222,3,Proposed,84222
FY15-16,Expense,Police,Police Department,102330,Robbery,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS09,POLICE TRAINING,Sworn Retirement,51612,Sworn: Retirement Accrual,27768,3,Proposed,27768
FY15-16,Expense,Police,Police Department,102330,Robbery,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS02,INTERNAL AFFAIRS,Sworn Salaries,51414,Sworn: Education,4822,3,Proposed,4822
FY15-16,Expense,Police,Police Department,102330,Robbery,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS12,VICE/NARCOTICS,Sworn Salaries,51317,Allowance: Uniform,1600,3,Proposed,1600
FY15-16,Expense,Police,Police Department,102330,Robbery,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS02,INTERNAL AFFAIRS,Sworn Salaries,51317,Allowance: Uniform,1600,3,Proposed,1600
FY15-16,Expense,Police,Police Department,102330,Robbery,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS02,INTERNAL AFFAIRS,Sworn Salaries,51512,Sworn: Paid Leave Charge,51802,3,Proposed,51802
FY15-16,Expense,Police,Police Department,102330,Robbery,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS11,PATROL AREA 1,Sworn Salaries,51411,Shift Pay,13396,3,Proposed,13396
FY15-16,Expense,Police,Police Department,102330,Robbery,1010,General Fund: General Purpose,P46000,DEEMED APPROVED ALCOHOL CONTRO,PS13,SPECIAL OPERATIONS,Sworn Salaries,51112,Sworn: Regular,89290,3,Proposed,89290
FY15-16,Expense,Police,Police Department,102330,Robbery,2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,PSO,PROBLEM SOLVING OFFICER,Sworn Salaries,51414,Sworn: Education,10716,3,Proposed,10716
