Fiscal Year Range,Account Type,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Code,Account Description,Account Category,Amount,Budget Type,Budget Name,Amount as number
FY16-17,Expense,Police,Police Department,107710,Special Operations,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,52888,Fuel,Services & Supplies,30000,1,Adopted,30000
FY16-17,Expense,Police,Police Department,107710,Special Operations,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,52911,Bottled Water and Food for Human Consumption,Services & Supplies,30000,1,Adopted,30000
FY16-17,Expense,Police,Police Department,107710,Special Operations,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,52913,Supplies: Technical and Scientific,Services & Supplies,44242,1,Adopted,44242
FY16-17,Expense,Police,Police Department,107710,Special Operations,1010,General Fund: General Purpose,P46000,DEEMED APPROVED ALCOHOL CONTRO,PS13,SPECIAL OPERATIONS,52913,Supplies: Technical and Scientific,Services & Supplies,10380,1,Adopted,10380
FY16-17,Expense,Police,Police Department,107710,Special Operations,1010,General Fund: General Purpose,P46000,DEEMED APPROVED ALCOHOL CONTRO,PS13,SPECIAL OPERATIONS,53116,Telephone,Services & Supplies,4000,1,Adopted,4000
FY16-17,Expense,Police,Police Department,107710,Special Operations,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,53211,Rental: Land and Building,Services & Supplies,3000,1,Adopted,3000
FY16-17,Expense,Police,Police Department,107710,Special Operations,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,53214,Leased: Vehicles for City Use,Services & Supplies,4000,1,Adopted,4000
FY16-17,Expense,Police,Police Department,107710,Special Operations,1010,General Fund: General Purpose,P46000,DEEMED APPROVED ALCOHOL CONTRO,PS13,SPECIAL OPERATIONS,53214,Leased: Vehicles for City Use,Services & Supplies,14000,1,Adopted,14000
FY16-17,Expense,Police,Police Department,107710,Special Operations,1010,General Fund: General Purpose,P46000,DEEMED APPROVED ALCOHOL CONTRO,PS13,SPECIAL OPERATIONS,53611,Postage and Mailing,Services & Supplies,1000,1,Adopted,1000
FY16-17,Expense,Police,Police Department,107710,Special Operations,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,54011,Contract Contingencies (Budgetary Only),Contract Services,75000,1,Adopted,75000
FY16-17,Expense,Police,Police Department,107710,Special Operations,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,54311,Medical and Veterinarian Services,Contract Services,17000,1,Adopted,17000
FY16-17,Expense,Police,Police Department,107710,Special Operations,1010,General Fund: General Purpose,P46000,DEEMED APPROVED ALCOHOL CONTRO,PS13,SPECIAL OPERATIONS,54711,Printing and Duplicating Services,Contract Services,1000,1,Adopted,1000
FY16-17,Expense,Police,Police Department,107710,Special Operations,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,54919,Services: Miscellaneous Contract,Contract Services,35000,1,Adopted,35000
FY16-17,Expense,Police,Police Department,107710,Special Operations,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,55112,Commercial Transportation,Travel & Education,1000,1,Adopted,1000
FY16-17,Expense,Police,Police Department,107710,Special Operations,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,55113,Meals,Travel & Education,1500,1,Adopted,1500
FY16-17,Expense,Police,Police Department,107710,Special Operations,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,55212,Registration and Tuition,Travel & Education,5000,1,Adopted,5000
FY16-17,Expense,Police,Police Department,107710,Special Operations,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,55311,Memberships: Employee Association Dues,Travel & Education,1000,1,Adopted,1000
FY16-17,Expense,Police,Police Department,107710,Special Operations,2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,PS11,PATROL AREA 1,51112,Sworn: Regular,Sworn Salaries,77391,1,Adopted,77391
FY16-17,Expense,Police,Police Department,107710,Special Operations,2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,PS11,PATROL AREA 1,51317,Allowance: Uniform,Allowances & Premiums,800,1,Adopted,800
FY16-17,Expense,Police,Police Department,107710,Special Operations,2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,PS11,PATROL AREA 1,51411,Shift Pay,Allowances & Premiums,6379,1,Adopted,6379
FY16-17,Expense,Police,Police Department,107710,Special Operations,2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,PS11,PATROL AREA 1,51415,Sworn: Training,Allowances & Premiums,7654,1,Adopted,7654
FY16-17,Expense,Police,Police Department,107710,Special Operations,2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,PS11,PATROL AREA 1,51512,Sworn: Paid Leave Charge,Sworn Salaries,24667,1,Adopted,24667
FY16-17,Expense,Police,Police Department,107710,Special Operations,2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,PS11,PATROL AREA 1,51612,Sworn: Retirement Accrual,Sworn Retirement,47224,1,Adopted,47224
FY16-17,Expense,Police,Police Department,107710,Special Operations,2252,Measure Z - Violence Prevention and Public Safety Act of 2014,G261230,POLICE STAFFING & TRAINING,PS11,PATROL AREA 1,51614,Sworn: Fringe Benefits Accrual,Sworn Fringe Benefits,36241,1,Adopted,36241
FY16-17,Revenue,Police,Police Department,107710,Special Operations,2995,Police Grants,G398210,K,PS13,SPECIAL OPERATIONS,46411,"Other Grant: Private Party  (Corporations, Foundations, Individuals)",Grants & Subsidies,10000,1,Adopted,10000
FY16-17,Expense,Police,Police Department,107710,Special Operations,2995,Police Grants,G398210,K,PS13,SPECIAL OPERATIONS,57711,"Computer Equipment (Over $5,000)",Capital Acquistions,10000,1,Adopted,10000
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS01,AGENCY,51111,Civilian: Regular,Civilian Salaries,116112,1,Adopted,116112
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS03,CRIMINAL INVESTIGATIONS,51111,Civilian: Regular,Civilian Salaries,38704,1,Adopted,38704
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS11,PATROL AREA 1,51111,Civilian: Regular,Civilian Salaries,162003,1,Adopted,162003
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,51111,Civilian: Regular,Civilian Salaries,38319,1,Adopted,38319
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS01,AGENCY,51112,Sworn: Regular,Sworn Salaries,77391,1,Adopted,77391
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS11,PATROL AREA 1,51112,Sworn: Regular,Sworn Salaries,2376842,1,Adopted,2376842
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS02,INTERNAL AFFAIRS,51112,Sworn: Regular,Sworn Salaries,89290,1,Adopted,89290
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,51112,Sworn: Regular,Sworn Salaries,113285,1,Adopted,113285
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS03,CRIMINAL INVESTIGATIONS,51112,Sworn: Regular,Sworn Salaries,276305,1,Adopted,276305
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS09,POLICE TRAINING,51112,Sworn: Regular,Sworn Salaries,148213,1,Adopted,148213
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS12,VICE/NARCOTICS,51112,Sworn: Regular,Sworn Salaries,122214,1,Adopted,122214
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,51317,Allowance: Uniform,Allowances & Premiums,1600,1,Adopted,1600
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS02,INTERNAL AFFAIRS,51317,Allowance: Uniform,Allowances & Premiums,800,1,Adopted,800
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS12,VICE/NARCOTICS,51317,Allowance: Uniform,Allowances & Premiums,1600,1,Adopted,1600
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS01,AGENCY,51317,Allowance: Uniform,Allowances & Premiums,800,1,Adopted,800
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS11,PATROL AREA 1,51317,Allowance: Uniform,Allowances & Premiums,27352,1,Adopted,27352
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS09,POLICE TRAINING,51317,Allowance: Uniform,Allowances & Premiums,1600,1,Adopted,1600
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,51317,Allowance: Uniform,Allowances & Premiums,436,1,Adopted,436
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS03,CRIMINAL INVESTIGATIONS,51317,Allowance: Uniform,Allowances & Premiums,4000,1,Adopted,4000
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS11,PATROL AREA 1,51411,Shift Pay,Allowances & Premiums,28826,1,Adopted,28826
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS09,POLICE TRAINING,51411,Shift Pay,Allowances & Premiums,6698,1,Adopted,6698
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS11,PATROL AREA 1,51414,Sworn: Education,Allowances & Premiums,37268,1,Adopted,37268
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS09,POLICE TRAINING,51414,Sworn: Education,Allowances & Premiums,1607,1,Adopted,1607
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS11,PATROL AREA 1,51415,Sworn: Training,Allowances & Premiums,22644,1,Adopted,22644
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS09,POLICE TRAINING,51421,Incentive and Special,Allowances & Premiums,5358,1,Adopted,5358
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS11,PATROL AREA 1,51421,Incentive and Special,Allowances & Premiums,10461,1,Adopted,10461
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS01,AGENCY,51428,Premium: Bilingual,Allowances & Premiums,1300,1,Adopted,1300
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS11,PATROL AREA 1,51428,Premium: Bilingual,Allowances & Premiums,2600,1,Adopted,2600
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS11,PATROL AREA 1,51511,Civilian: Paid Leave Charge,Civilian Salaries,48117,1,Adopted,48117
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,51511,Civilian: Paid Leave Charge,Civilian Salaries,11381,1,Adopted,11381
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS03,CRIMINAL INVESTIGATIONS,51511,Civilian: Paid Leave Charge,Civilian Salaries,11496,1,Adopted,11496
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS01,AGENCY,51511,Civilian: Paid Leave Charge,Civilian Salaries,34488,1,Adopted,34488
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS11,PATROL AREA 1,51512,Sworn: Paid Leave Charge,Sworn Salaries,757599,1,Adopted,757599
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,51512,Sworn: Paid Leave Charge,Sworn Salaries,36109,1,Adopted,36109
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS09,POLICE TRAINING,51512,Sworn: Paid Leave Charge,Sworn Salaries,47242,1,Adopted,47242
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS02,INTERNAL AFFAIRS,51512,Sworn: Paid Leave Charge,Sworn Salaries,28460,1,Adopted,28460
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS03,CRIMINAL INVESTIGATIONS,51512,Sworn: Paid Leave Charge,Sworn Salaries,88070,1,Adopted,88070
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS12,VICE/NARCOTICS,51512,Sworn: Paid Leave Charge,Sworn Salaries,38955,1,Adopted,38955
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS01,AGENCY,51512,Sworn: Paid Leave Charge,Sworn Salaries,24667,1,Adopted,24667
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,51611,Civilian: Retirement Accrual,Civilian Retirement,17594,1,Adopted,17594
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS01,AGENCY,51611,Civilian: Retirement Accrual,Civilian Retirement,53313,1,Adopted,53313
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS03,CRIMINAL INVESTIGATIONS,51611,Civilian: Retirement Accrual,Civilian Retirement,17771,1,Adopted,17771
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS11,PATROL AREA 1,51611,Civilian: Retirement Accrual,Civilian Retirement,74383,1,Adopted,74383
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,51612,Sworn: Retirement Accrual,Sworn Retirement,61002,1,Adopted,61002
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS01,AGENCY,51612,Sworn: Retirement Accrual,Sworn Retirement,41555,1,Adopted,41555
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS09,POLICE TRAINING,51612,Sworn: Retirement Accrual,Sworn Retirement,85130,1,Adopted,85130
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS12,VICE/NARCOTICS,51612,Sworn: Retirement Accrual,Sworn Retirement,65759,1,Adopted,65759
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS11,PATROL AREA 1,51612,Sworn: Retirement Accrual,Sworn Retirement,1317849,1,Adopted,1317849
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS03,CRIMINAL INVESTIGATIONS,51612,Sworn: Retirement Accrual,Sworn Retirement,148825,1,Adopted,148825
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS02,INTERNAL AFFAIRS,51612,Sworn: Retirement Accrual,Sworn Retirement,47894,1,Adopted,47894
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS03,CRIMINAL INVESTIGATIONS,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,19533,1,Adopted,19533
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS01,AGENCY,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,58599,1,Adopted,58599
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS11,PATROL AREA 1,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,81757,1,Adopted,81757
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,19338,1,Adopted,19338
