Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Type,Account Category,Account Code,Account Description,Amount,Budget Type,Budget Name,Amount as number
FY13-14,Administrative Services,Controller's Office,8261, Budget Analysis & Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP12,BUDGET ANALYSIS & OPERATIONS,Expense,Travel & Education,55311,Memberships: Employee Association Dues,250,1,Adopted,250
FY13-14,Administrative Services,Controller's Office,8261, Budget Analysis & Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP12,BUDGET ANALYSIS & OPERATIONS,Expense,Travel & Education,55312,Memberships: City,500,1,Adopted,500
FY13-14,Administrative Services,Controller's Office,8261, Budget Analysis & Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP12,BUDGET ANALYSIS & OPERATIONS,Expense,Internal Services & Work Orders,56312,Duplicating,400,1,Adopted,400
FY13-14,Administrative Services,Controller's Office,8261, Budget Analysis & Operations,1610,Successor Redevelopment Agency Reimbursement Fund,A453210 , SUCCESSOR AGENCY-ADMIN,IP12,BUDGET ANALYSIS & OPERATIONS,Expense,Civilian Salaries,51111,Civilian: Regular,36556,1,Adopted,36556
FY13-14,Administrative Services,Controller's Office,8261, Budget Analysis & Operations,1610,Successor Redevelopment Agency Reimbursement Fund,A453210 , SUCCESSOR AGENCY-ADMIN,IP12,BUDGET ANALYSIS & OPERATIONS,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,10101,1,Adopted,10101
FY13-14,Administrative Services,Controller's Office,8261, Budget Analysis & Operations,1610,Successor Redevelopment Agency Reimbursement Fund,A453210 , SUCCESSOR AGENCY-ADMIN,IP12,BUDGET ANALYSIS & OPERATIONS,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,12738,1,Adopted,12738
FY13-14,Administrative Services,Controller's Office,8261, Budget Analysis & Operations,1610,Successor Redevelopment Agency Reimbursement Fund,A453210 , SUCCESSOR AGENCY-ADMIN,IP12,BUDGET ANALYSIS & OPERATIONS,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,17427,1,Adopted,17427
FY13-14,Administrative Services,Controller's Office,8261, Budget Analysis & Operations,2211,Measure B: ACTIA,0000000 , UNDETERMINED PROJECT,IP12,BUDGET ANALYSIS & OPERATIONS,Expense,Civilian Salaries,51111,Civilian: Regular,18983,1,Adopted,18983
FY13-14,Administrative Services,Controller's Office,8261, Budget Analysis & Operations,2211,Measure B: ACTIA,0000000 , UNDETERMINED PROJECT,IP12,BUDGET ANALYSIS & OPERATIONS,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,5245,1,Adopted,5245
FY13-14,Administrative Services,Controller's Office,8261, Budget Analysis & Operations,2211,Measure B: ACTIA,0000000 , UNDETERMINED PROJECT,IP12,BUDGET ANALYSIS & OPERATIONS,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,6614,1,Adopted,6614
FY13-14,Administrative Services,Controller's Office,8261, Budget Analysis & Operations,2211,Measure B: ACTIA,0000000 , UNDETERMINED PROJECT,IP12,BUDGET ANALYSIS & OPERATIONS,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,9049,1,Adopted,9049
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Revenue,Licenses & Permits,42416,Special Permits: Residential Parking,74884,1,Adopted,74884
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Revenue,Service Charges,45419,Other Fees: Miscellaneous,3036,1,Adopted,3036
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Revenue,Service Charges,45436,Other Fees: Notary,142100,1,Adopted,142100
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Civilian Salaries,51111,Civilian: Regular,199277,1,Adopted,199277
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Civilian Salaries,51111,Civilian: Regular,82007,1,Adopted,82007
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Allowances & Premiums,51313,"Allowance: Auto Flat (1, 2, Partially 3)",2100,1,Adopted,2100
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Allowances & Premiums,51420,License,4351,1,Adopted,4351
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,55064,1,Adopted,55064
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,22661,1,Adopted,22661
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,69435,1,Adopted,69435
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,28574,1,Adopted,28574
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,94996,1,Adopted,94996
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,39094,1,Adopted,39094
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Services & Supplies,52211,Stationery and Office Supplies,4080,1,Adopted,4080
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Services & Supplies,52213,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",390,1,Adopted,390
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Services & Supplies,52614,Books,120,1,Adopted,120
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Services & Supplies,53116,Telephone,44170,1,Adopted,44170
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Services & Supplies,53611,Postage and Mailing,39130,1,Adopted,39130
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Contract Services,54111,Accounting and Auditing Services,99180,1,Adopted,99180
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Contract Services,54211,Data Processing Services,18130,1,Adopted,18130
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Contract Services,54517,Subpoena Services,29190,1,Adopted,29190
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Contract Services,54611,Repair and Maintenance: Machinery and Equipment,740,1,Adopted,740
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Contract Services,54711,Printing and Duplicating Services,47530,1,Adopted,47530
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Contract Services,54811,Temporary Personnel Services,20000,1,Adopted,20000
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Travel & Education,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",500,1,Adopted,500
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Travel & Education,55311,Memberships: Employee Association Dues,950,1,Adopted,950
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Internal Services & Work Orders,56411,City Vehicle Rentals,99947,1,Adopted,99947
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1700,Mandatory Refuse Program,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Civilian Salaries,51111,Civilian: Regular,78763,1,Adopted,78763
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1700,Mandatory Refuse Program,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Allowances & Premiums,51313,"Allowance: Auto Flat (1, 2, Partially 3)",2100,1,Adopted,2100
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1700,Mandatory Refuse Program,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Allowances & Premiums,51420,License,4351,1,Adopted,4351
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1700,Mandatory Refuse Program,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,21764,1,Adopted,21764
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1700,Mandatory Refuse Program,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,27444,1,Adopted,27444
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,1700,Mandatory Refuse Program,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,37547,1,Adopted,37547
FY13-14,Administrative Services,Revenue,8411, Revenue: Administration,3100,Sewer Service Fund,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Contract Services,54111,Accounting and Auditing Services,3108048,1,Adopted,3108048
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Revenue,Fines & Penalties,43323,Collections: Collection Fee,10000,1,Adopted,10000
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Revenue,Service Charges,45729,Other Svc Charges: Miscellaneous Service Charges,5600,1,Adopted,5600
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Revenue,Service Charges,45742,Other Svc Charges: MGS Demand Letter Fee,12000,1,Adopted,12000
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Civilian Salaries,51111,Civilian: Regular,525451,1,Adopted,525451
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Allowances & Premiums,51411,Shift Pay,3542,1,Adopted,3542
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Allowances & Premiums,51428,Premium: Bilingual,7084,1,Adopted,7084
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Allowances & Premiums,51429,Premium: Notary Public Pay,680,1,Adopted,680
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,145195,1,Adopted,145195
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,183085,1,Adopted,183085
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,250485,1,Adopted,250485
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Services & Supplies,52211,Stationery and Office Supplies,2000,1,Adopted,2000
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Services & Supplies,52213,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",34024,1,Adopted,34024
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Services & Supplies,53611,Postage and Mailing,1100,1,Adopted,1100
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Contract Services,54811,Temporary Personnel Services,17000,1,Adopted,17000
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1700,Mandatory Refuse Program,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Revenue,Service Charges,45717,Other Svc Charges: MGS Administrative,2104076,1,Adopted,2104076
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1700,Mandatory Refuse Program,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Revenue,Service Charges,45741,Other Svc Charges: MGS Special Assessment Charge,141217,1,Adopted,141217
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1700,Mandatory Refuse Program,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Revenue,Service Charges,45742,Other Svc Charges: MGS Demand Letter Fee,151656,1,Adopted,151656
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1700,Mandatory Refuse Program,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Civilian Salaries,51111,Civilian: Regular,103094,1,Adopted,103094
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1700,Mandatory Refuse Program,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,28488,1,Adopted,28488
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1700,Mandatory Refuse Program,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,35922,1,Adopted,35922
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1700,Mandatory Refuse Program,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,49146,1,Adopted,49146
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1700,Mandatory Refuse Program,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Services & Supplies,52211,Stationery and Office Supplies,11000,1,Adopted,11000
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1700,Mandatory Refuse Program,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Services & Supplies,53116,Telephone,8000,1,Adopted,8000
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1700,Mandatory Refuse Program,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Services & Supplies,53611,Postage and Mailing,3000,1,Adopted,3000
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1700,Mandatory Refuse Program,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Contract Services,54811,Temporary Personnel Services,3000,1,Adopted,3000
FY13-14,Administrative Services,Revenue,8421, Revenue: Audit Compliance,1700,Mandatory Refuse Program,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Travel & Education,55212,Registration and Tuition,5000,1,Adopted,5000
