Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Program Code,Program Description,Account Type,Account Code,Account Category,Account Description,Amount,Amount as number,Budget Type,Budget Name
FY13-14,City Administrator,Contract Compliance,2621,Employment Services,1010,General Fund: General Purpose,IP28,PURCHASING AND CONTRACT ADMINISTRATION,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,14244,14244,3,Proposed
FY13-14,City Administrator,Contract Compliance,2621,Employment Services,1010,General Fund: General Purpose,IP28,PURCHASING AND CONTRACT ADMINISTRATION,Expense,51111,Civilian Salaries,Civilian: Regular,51548,51548,3,Proposed
FY13-14,City Administrator,Contract Compliance,2621,Employment Services,1010,General Fund: General Purpose,IP28,PURCHASING AND CONTRACT ADMINISTRATION,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,24573,24573,3,Proposed
FY13-14,City Administrator,Contract Compliance,2621,Employment Services,1010,General Fund: General Purpose,IP70,DCP ADMINISTRATION,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,17322,17322,3,Proposed
FY13-14,City Administrator,Contract Compliance,2621,Employment Services,1010,General Fund: General Purpose,IP70,DCP ADMINISTRATION,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,12661,12661,3,Proposed
FY13-14,City Administrator,Contract Compliance,2621,Employment Services,1010,General Fund: General Purpose,IP70,DCP ADMINISTRATION,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,10041,10041,3,Proposed
FY13-14,City Administrator,Contract Compliance,2621,Employment Services,1010,General Fund: General Purpose,IP70,DCP ADMINISTRATION,Expense,51111,Civilian Salaries,Civilian: Regular,36338,36338,3,Proposed
FY13-14,City Administrator,Contract Compliance,2621,Employment Services,5671,OBRA: Leasing & Utility,IP10,CONTRACT COMPLIANCE PROGRAM & EMPLOYMENT SERVICES,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,22601,22601,3,Proposed
FY13-14,City Administrator,Contract Compliance,2621,Employment Services,5671,OBRA: Leasing & Utility,IP10,CONTRACT COMPLIANCE PROGRAM & EMPLOYMENT SERVICES,Expense,51111,Civilian Salaries,Civilian: Regular,64864,64864,3,Proposed
FY13-14,City Administrator,Contract Compliance,2621,Employment Services,5671,OBRA: Leasing & Utility,IP10,CONTRACT COMPLIANCE PROGRAM & EMPLOYMENT SERVICES,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,17923,17923,3,Proposed
FY13-14,City Administrator,Contract Compliance,2621,Employment Services,5671,OBRA: Leasing & Utility,IP10,CONTRACT COMPLIANCE PROGRAM & EMPLOYMENT SERVICES,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,30921,30921,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,1010,General Fund: General Purpose,SC03,WORKFORCE DEVELOPMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,18150,18150,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,1010,General Fund: General Purpose,SC03,WORKFORCE DEVELOPMENT,Expense,51111,Civilian Salaries,Civilian: Regular,65682,65682,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,1010,General Fund: General Purpose,SC03,WORKFORCE DEVELOPMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,31311,31311,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,1010,General Fund: General Purpose,SC03,WORKFORCE DEVELOPMENT,Expense,51313,Civilian Salaries,"Allowance: Auto Flat (1, 2, Partially 3)",2100,2100,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,1010,General Fund: General Purpose,SC03,WORKFORCE DEVELOPMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,22886,22886,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,31311,31311,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",Expense,56312,Internal Services & Work Orders,Duplicating,6000,6000,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",Expense,52211,Services & Supplies,Stationery and Office Supplies,670,670,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",Expense,51313,Civilian Salaries,"Allowance: Auto Flat (1, 2, Partially 3)",2100,2100,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,18150,18150,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,22886,22886,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",Expense,51111,Civilian Salaries,Civilian: Regular,65682,65682,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,2108,HUD-CDBG,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",Expense,51111,Civilian Salaries,Civilian: Regular,43254,43254,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,2108,HUD-CDBG,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,15071,15071,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,2108,HUD-CDBG,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",Expense,58522,Overhead,Overhead: Central Services Cost Allocation,21657,21657,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,2108,HUD-CDBG,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,20620,20620,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,2108,HUD-CDBG,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,11952,11952,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,6064,6064,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,4220,4220,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,478,478,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,824,824,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51111,Civilian Salaries,Civilian: Regular,12112,12112,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,7176,7176,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,7189,7189,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,5255,5255,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,866,866,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51111,Civilian Salaries,Civilian: Regular,1730,1730,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,603,603,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,3346,3346,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51111,Civilian Salaries,Civilian: Regular,14331,14331,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,7552,7552,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,4167,4167,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,3960,3960,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,6832,6832,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,5774,5774,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,4994,4994,3,Proposed
FY13-14,City Administrator,Economic Workforce,2961,Admin: Economic & Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51111,Civilian Salaries,Civilian: Regular,15083,15083,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,MSJP,WIA - MAYOR SUMMER JOB PROGRAM,Expense,54912,Contract Services,Third Party: Grant Contracts Earned,100000,100000,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,78811,Overhead,Budget Only: Prior  Year Allocation Offset Project Total,-229451,-229451,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,53719,Services & Supplies,Miscellaneous Services,6750,6750,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,1011,1011,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,58881,58881,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,32495,32495,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,56060,56060,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51313,Civilian Salaries,"Allowance: Auto Flat (1, 2, Partially 3)",2016,2016,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,914,914,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51911,Sworn Salaries,Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement),5280,5280,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,54912,Contract Services,Third Party: Grant Contracts Earned,1325544,1325544,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Revenue,46125,Grants & Subsidies,City Oakland Grant: Job Training Partnership Act,1323656,1323656,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,25136,25136,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51111,Civilian Salaries,Civilian: Regular,2119,2119,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51911,Sworn Salaries,Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement),5760,5760,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,59384,59384,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51313,Civilian Salaries,"Allowance: Auto Flat (1, 2, Partially 3)",126,126,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,53719,Services & Supplies,Miscellaneous Services,1000,1000,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,52211,Services & Supplies,Stationery and Office Supplies,400,400,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51111,Civilian Salaries,Civilian: Regular,10398,10398,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,2873,2873,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,1061,1061,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,54930,Contract Services,Services: Professional,18000,18000,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51111,Civilian Salaries,Civilian: Regular,3307,3307,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,52211,Services & Supplies,Stationery and Office Supplies,3300,3300,3,Proposed
FY13-14,City Administrator,Economic Workforce,2971,Workforce Development,2195,Workforce Investment Act,SC03,WORKFORCE DEVELOPMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,1152,1152,3,Proposed
