Fiscal Year Range,Account Type,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Category,Account Code,Account Description,Amount,Budget Type,Budget Name,Amount as number
FY16-17,Expense,Finance,Treasury,8721,Treasury: Operations,6587,2012 Refunding Reassessment Bonds-Debt Service,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,14344,3,Proposed,14344
FY16-17,Revenue,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Service Charges,45612,Port Revenue: Special Revenue,1765158,3,Proposed,1765158
FY16-17,Expense,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Travel & Education,55212,Registration and Tuition,5000,3,Proposed,5000
FY16-17,Expense,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Contract Services,54919,Services: Miscellaneous Contract,5340,3,Proposed,5340
FY16-17,Revenue,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Business License Tax,41511,Local Taxes: Business Tax,72626798,3,Proposed,72626798
FY16-17,Revenue,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Property Tax,41127,Property Tax: Vehicle License Fee (VLF) - Property Tax Swap,35984799,3,Proposed,35984799
FY16-17,Expense,Finance,Treasury,8721,Treasury: Operations,1610,Successor Redevelopment Agency Reimbursement Fund,A453210,SUCCESSOR AGENCY-ADMIN,IP59,FINANCIAL MANAGEMENT,Civilian Salaries,51111,Civilian: Regular,56811,3,Proposed,56811
FY16-17,Expense,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Contract Services,54723,Advertising: Display,1510,3,Proposed,1510
FY16-17,Expense,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Services & Supplies,53313,Official Hospitality,140,3,Proposed,140
FY16-17,Expense,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Services & Supplies,52614,Books,400,3,Proposed,400
FY16-17,Revenue,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Service Charges,45611,Port Revenue: General Revenue,409505,3,Proposed,409505
FY16-17,Expense,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Civilian Retirement,51611,Civilian: Retirement Accrual,162812,3,Proposed,162812
FY16-17,Expense,Finance,Treasury,8721,Treasury: Operations,1610,Successor Redevelopment Agency Reimbursement Fund,A453210,SUCCESSOR AGENCY-ADMIN,IP59,FINANCIAL MANAGEMENT,Civilian Salaries,51511,Civilian: Paid Leave Charge,16875,3,Proposed,16875
FY16-17,Expense,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,178955,3,Proposed,178955
FY16-17,Revenue,Finance,Treasury,8721,Treasury: Operations,2252,Measure Z - Violence Prevention and Public Safety Act of 2014,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Local Tax,41221,Voter-Approved: Public Safety Act / 2004 Measure Y,16289603,3,Proposed,16289603
FY16-17,Revenue,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Utility Consumption Tax,41512,Local Taxes: Utility Consumption Tax,50000000,3,Proposed,50000000
FY16-17,Revenue,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Sales Tax,41311,Sales and Use Tax: Sales and Use Tax,51439076,3,Proposed,51439076
FY16-17,Revenue,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Property Tax,41112,Property Tax: Current Unsecured,6359020,3,Proposed,6359020
FY16-17,Expense,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Civilian Salaries,51313,"Allowance: Auto Flat (1, 2, Partially 3)",2940,3,Proposed,2940
FY16-17,Expense,Finance,Treasury,8721,Treasury: Operations,6587,2012 Refunding Reassessment Bonds-Debt Service,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Civilian Retirement,51611,Civilian: Retirement Accrual,13050,3,Proposed,13050
FY16-17,Expense,Finance,Treasury,8721,Treasury: Operations,1610,Successor Redevelopment Agency Reimbursement Fund,A453210,SUCCESSOR AGENCY-ADMIN,IP59,FINANCIAL MANAGEMENT,Civilian Retirement,51611,Civilian: Retirement Accrual,26085,3,Proposed,26085
FY16-17,Revenue,Finance,Treasury,8721,Treasury: Operations,1200,Pension Override Tax Revenue,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Fines & Penalties,43211,Penalties: General Property Tax,200000,3,Proposed,200000
FY16-17,Expense,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Travel & Education,55112,Commercial Transportation,4300,3,Proposed,4300
FY16-17,Revenue,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Property Tax,41113,Property Tax: Current Unitary,2276691,3,Proposed,2276691
FY16-17,Revenue,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Property Tax,41111,Property Tax: Current Secured,99050414,3,Proposed,99050414
FY16-17,Revenue,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Property Tax,41129,Property Tax:  AB 1290 Statutory Pass Through,6703384,3,Proposed,6703384
FY16-17,Expense,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Travel & Education,55211,Periodical Subscriptions,1000,3,Proposed,1000
FY16-17,Expense,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Contract Services,54711,Printing and Duplicating Services,9500,3,Proposed,9500
FY16-17,Revenue,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Property Tax,41114,Property Tax: Current Homeowner's Relief Subvention,1042278,3,Proposed,1042278
FY16-17,Expense,Finance,Treasury,8721,Treasury: Operations,6587,2012 Refunding Reassessment Bonds-Debt Service,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Civilian Salaries,51511,Civilian: Paid Leave Charge,8442,3,Proposed,8442
FY16-17,Revenue,Finance,Treasury,8721,Treasury: Operations,2252,Measure Z - Violence Prevention and Public Safety Act of 2014,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Parking Tax,41519,Local Taxes: Parking,8918272,3,Proposed,8918272
FY16-17,Revenue,Finance,Treasury,8721,Treasury: Operations,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Interest Income,44112,Interest: Investments,100000,3,Proposed,100000
FY16-17,Revenue,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Interest Income,44119,Interest: Miscellaneous Income,740482,3,Proposed,740482
FY16-17,Expense,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Internal Services & Work Orders,56312,Duplicating,2500,3,Proposed,2500
FY16-17,Revenue,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Property Tax,41118,Property Tax: Secured Supplemental Assessment,1091591,3,Proposed,1091591
FY16-17,Expense,Finance,Treasury,8721,Treasury: Operations,5130,Rockridge: Library Assessment District,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Contributions to Fund Balances,59314,Operating Transfers Out: Contributions to Fund Balance (Budget Only),131100,3,Proposed,131100
FY16-17,Revenue,Finance,Treasury,8721,Treasury: Operations,5130,Rockridge: Library Assessment District,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Local Tax,41520,Local Taxes: Voter-Approved Special Tax,134420,3,Proposed,134420
FY16-17,Expense,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Travel & Education,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",2600,3,Proposed,2600
FY16-17,Expense,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Services & Supplies,52212,"Minor Furniture and Office Equipment (No Asset Number, Not Capitalized)",70,3,Proposed,70
FY16-17,Revenue,Finance,Treasury,8721,Treasury: Operations,4400,City Facilities,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Interest Income,44112,Interest: Investments,-75000,3,Proposed,-75000
FY16-17,Expense,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Services & Supplies,53611,Postage and Mailing,5600,3,Proposed,5600
FY16-17,Revenue,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Parking Tax,41519,Local Taxes: Parking,10492084,3,Proposed,10492084
FY16-17,Revenue,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Property Tax,41115,Property Tax: Prior Secured,2325302,3,Proposed,2325302
FY16-17,Expense,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Services & Supplies,53219,Rental: Miscellaneous,3130,3,Proposed,3130
FY16-17,Expense,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Services & Supplies,52919,Supplies: Miscellaneous and Commodities,10000,3,Proposed,10000
FY16-17,Expense,Finance,Treasury,8731,Treasury: Cashiering,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Civilian Salaries,51511,Civilian: Paid Leave Charge,9654,3,Proposed,9654
FY16-17,Expense,Finance,Treasury,8731,Treasury: Cashiering,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Civilian Salaries,51111,Civilian: Regular,32504,3,Proposed,32504
FY16-17,Expense,Finance,Treasury,8731,Treasury: Cashiering,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,16404,3,Proposed,16404
FY16-17,Expense,Finance,Treasury,8731,Treasury: Cashiering,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Civilian Retirement,51611,Civilian: Retirement Accrual,14924,3,Proposed,14924
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Travel & Education,55113,Meals,1400,3,Proposed,1400
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Services & Supplies,52211,Stationery and Office Supplies,4000,3,Proposed,4000
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1610,Successor Redevelopment Agency Reimbursement Fund,A453210,SUCCESSOR AGENCY-ADMIN,IP59,FINANCIAL MANAGEMENT,Civilian Salaries,51111,Civilian: Regular,44046,3,Proposed,44046
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,346295,3,Proposed,346295
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Travel & Education,55211,Periodical Subscriptions,1000,3,Proposed,1000
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Services & Supplies,52213,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",2000,3,Proposed,2000
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,4200,Radio / Telecommunications,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,9764,3,Proposed,9764
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Civilian Salaries,51111,Civilian: Regular,21590,3,Proposed,21590
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1610,Successor Redevelopment Agency Reimbursement Fund,A453210,SUCCESSOR AGENCY-ADMIN,IP59,FINANCIAL MANAGEMENT,Civilian Salaries,51511,Civilian: Paid Leave Charge,13083,3,Proposed,13083
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1610,Successor Redevelopment Agency Reimbursement Fund,A453210,SUCCESSOR AGENCY-ADMIN,IP59,FINANCIAL MANAGEMENT,Civilian Retirement,51611,Civilian: Retirement Accrual,20224,3,Proposed,20224
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Travel & Education,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",2500,3,Proposed,2500
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Services & Supplies,53116,Telephone,6400,3,Proposed,6400
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Civilian Salaries,51313,"Allowance: Auto Flat (1, 2, Partially 3)",7350,3,Proposed,7350
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Recoveries,62236,City Accounting Recoveries,-25000,3,Proposed,-25000
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Civilian Retirement,51611,Civilian: Retirement Accrual,9913,3,Proposed,9913
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Travel & Education,55311,Memberships: Employee Association Dues,740,3,Proposed,740
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Travel & Education,55114,Per Diem and Lodging,1500,3,Proposed,1500
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,10896,3,Proposed,10896
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Civilian Salaries,51111,Civilian: Regular,686183,3,Proposed,686183
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Travel & Education,55112,Commercial Transportation,500,3,Proposed,500
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Travel & Education,55212,Registration and Tuition,2900,3,Proposed,2900
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Services & Supplies,53611,Postage and Mailing,6000,3,Proposed,6000
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Contract Services,54919,Services: Miscellaneous Contract,4210,3,Proposed,4210
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Civilian Salaries,51511,Civilian: Paid Leave Charge,6413,3,Proposed,6413
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Civilian Retirement,51611,Civilian: Retirement Accrual,315056,3,Proposed,315056
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Travel & Education,55219,Miscellaneous Educational Expenditures,2000,3,Proposed,2000
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,4200,Radio / Telecommunications,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Civilian Retirement,51611,Civilian: Retirement Accrual,8883,3,Proposed,8883
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Travel & Education,55312,Memberships: City,1330,3,Proposed,1330
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Services & Supplies,52614,Books,240,3,Proposed,240
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Civilian Salaries,51511,Civilian: Paid Leave Charge,203807,3,Proposed,203807
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,4200,Radio / Telecommunications,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Civilian Salaries,51511,Civilian: Paid Leave Charge,5747,3,Proposed,5747
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1610,Successor Redevelopment Agency Reimbursement Fund,A453210,SUCCESSOR AGENCY-ADMIN,IP59,FINANCIAL MANAGEMENT,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,22229,3,Proposed,22229
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1610,Successor Redevelopment Agency Reimbursement Fund,A453210,SUCCESSOR AGENCY-ADMIN,IP59,FINANCIAL MANAGEMENT,Civilian Salaries,51313,"Allowance: Auto Flat (1, 2, Partially 3)",1050,3,Proposed,1050
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Contract Services,54611,Repair and Maintenance: Machinery and Equipment,3310,3,Proposed,3310
FY16-17,Expense,Finance,Treasury,8741,Treasury: Payroll,4200,Radio / Telecommunications,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Civilian Salaries,51111,Civilian: Regular,19347,3,Proposed,19347
FY16-17,Expense,Finance,Treasury,8751,Retirement,7100,Police and Fire Retirement System,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Services & Supplies,53115,Garbage and Disposal,550,3,Proposed,550
FY16-17,Expense,Finance,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,0000000,UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,12937,3,Proposed,12937
