Fiscal Year Range,Account Type,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Program Code,Program Description,Account Code,Account Description,Account Category,Amount as number,Budget Type,Budget Name,Amount
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85411,Economic Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",55113,Meals,Travel & Education,1200,2,Adjusted,1200
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85411,Economic Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",55312,Memberships: City,Travel & Education,50000,2,Adjusted,50000
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85411,Economic Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",56113,Facilities: General Support,Internal Services & Work Orders,10109,2,Adjusted,10109
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85231,Real Estate,1010,General Fund: General Purpose,PS32,REAL ESTATE,56111,Special Setups,Internal Services & Work Orders,1674,2,Adjusted,1674
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85111,Admin: Economic & Workforce Development,1010,General Fund: General Purpose,SC27,NEIGHBORHOOD INVESTMENT,51111,Civilian: Regular,Civilian Salaries,59049,2,Adjusted,59049
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85411,Economic Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,7500,2,Adjusted,7500
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85521,Public Art,1010,General Fund: General Purpose,CE02,CULTURAL FUNDING PROGRAM,51511,Civilian: Paid Leave Charge,Civilian Salaries,14032,2,Adjusted,14032
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85511,Cultural Arts & Marketing,1010,General Fund: General Purpose,SC02,MARKETING & SPECIAL EVENTS,52919,Supplies: Miscellaneous and Commodities,Services & Supplies,2500,2,Adjusted,2500
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85231,Real Estate,1010,General Fund: General Purpose,PS32,REAL ESTATE,53211,Rental: Land and Building,Services & Supplies,315530,2,Adjusted,315530
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85511,Cultural Arts & Marketing,1010,General Fund: General Purpose,SC02,MARKETING & SPECIAL EVENTS,54011,Contract Contingencies (Budgetary Only),Contract Services,20000,2,Adjusted,20000
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85111,Admin: Economic & Workforce Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",56312,Duplicating,Internal Services & Work Orders,6000,2,Adjusted,6000
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85111,Admin: Economic & Workforce Development,1010,General Fund: General Purpose,SC27,NEIGHBORHOOD INVESTMENT,56111,Special Setups,Internal Services & Work Orders,1302,2,Adjusted,1302
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85411,Economic Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",78811,Budget Only: Prior  Year Allocation Offset Project Total,Project Offsets & Carryforwards,-210476,2,Adjusted,-210476
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85521,Public Art,1010,General Fund: General Purpose,CE01,PUBLIC ART PROGRAM,51111,Civilian: Regular,Civilian Salaries,47243,2,Adjusted,47243
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85521,Public Art,1010,General Fund: General Purpose,CE01,PUBLIC ART PROGRAM,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,22862,2,Adjusted,22862
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85221,Project Implementation: Staffing,1010,General Fund: General Purpose,SC27,NEIGHBORHOOD INVESTMENT,51611,Civilian: Retirement Accrual,Civilian Retirement,41731,2,Adjusted,41731
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85221,Project Implementation: Staffing,1010,General Fund: General Purpose,SC27,NEIGHBORHOOD INVESTMENT,51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,2100,2,Adjusted,2100
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85231,Real Estate,1010,General Fund: General Purpose,PS32,REAL ESTATE,51420,License,Allowances & Premiums,662,2,Adjusted,662
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85111,Admin: Economic & Workforce Development,1010,General Fund: General Purpose,SC27,NEIGHBORHOOD INVESTMENT,51511,Civilian: Paid Leave Charge,Civilian Salaries,17540,2,Adjusted,17540
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85511,Cultural Arts & Marketing,1010,General Fund: General Purpose,CE02,CULTURAL FUNDING PROGRAM,51611,Civilian: Retirement Accrual,Civilian Retirement,31015,2,Adjusted,31015
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85521,Public Art,1010,General Fund: General Purpose,CE02,CULTURAL FUNDING PROGRAM,51611,Civilian: Retirement Accrual,Civilian Retirement,21691,2,Adjusted,21691
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85231,Real Estate,1010,General Fund: General Purpose,PS32,REAL ESTATE,52921,Miscellaneous Operating Expenditures,Services & Supplies,5570,2,Adjusted,5570
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85511,Cultural Arts & Marketing,1010,General Fund: General Purpose,SC02,MARKETING & SPECIAL EVENTS,54723,Advertising: Display,Contract Services,3000,2,Adjusted,3000
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85411,Economic Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",55211,Periodical Subscriptions,Travel & Education,1200,2,Adjusted,1200
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85111,Admin: Economic & Workforce Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",56123,City Accounting Services,Internal Services & Work Orders,1890,2,Adjusted,1890
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85411,Economic Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",56111,Special Setups,Internal Services & Work Orders,12112,2,Adjusted,12112
FY16-17,Revenue,Economic & Workforce Development,Economic & Workforce Development,85511,Cultural Arts & Marketing,1010,General Fund: General Purpose,SC02,MARKETING & SPECIAL EVENTS,45419,Other Fees: Miscellaneous,Service Charges,22450,2,Adjusted,22450
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85411,Economic Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",51111,Civilian: Regular,Civilian Salaries,447909,2,Adjusted,447909
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85521,Public Art,1010,General Fund: General Purpose,CE02,CULTURAL FUNDING PROGRAM,51111,Civilian: Regular,Civilian Salaries,47243,2,Adjusted,47243
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85231,Real Estate,1010,General Fund: General Purpose,PS32,REAL ESTATE,51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,231,2,Adjusted,231
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85411,Economic Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",51511,Civilian: Paid Leave Charge,Civilian Salaries,126407,2,Adjusted,126407
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85111,Admin: Economic & Workforce Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",51511,Civilian: Paid Leave Charge,Civilian Salaries,53849,2,Adjusted,53849
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85111,Admin: Economic & Workforce Development,1010,General Fund: General Purpose,SC27,NEIGHBORHOOD INVESTMENT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,28576,2,Adjusted,28576
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85111,Admin: Economic & Workforce Development,1010,General Fund: General Purpose,SC03,WORKFORCE DEVELOPMENT,51611,Civilian: Retirement Accrual,Civilian Retirement,27837,2,Adjusted,27837
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85511,Cultural Arts & Marketing,1010,General Fund: General Purpose,SC02,MARKETING & SPECIAL EVENTS,53314,Advertising and Promotion,Services & Supplies,5000,2,Adjusted,5000
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85411,Economic Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",54930,Services: Professional,Contract Services,3600,2,Adjusted,3600
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85521,Public Art,1010,General Fund: General Purpose,CE01,PUBLIC ART PROGRAM,54011,Contract Contingencies (Budgetary Only),Contract Services,25000,2,Adjusted,25000
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85411,Economic Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",55119,"Miscellaneous Travel Expenditures (Tips, Parking)",Travel & Education,1200,2,Adjusted,1200
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85511,Cultural Arts & Marketing,1010,General Fund: General Purpose,SC02,MARKETING & SPECIAL EVENTS,55211,Periodical Subscriptions,Travel & Education,2000,2,Adjusted,2000
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85411,Economic Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",56123,City Accounting Services,Internal Services & Work Orders,202,2,Adjusted,202
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85111,Admin: Economic & Workforce Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",56111,Special Setups,Internal Services & Work Orders,12012,2,Adjusted,12012
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85221,Project Implementation: Staffing,1010,General Fund: General Purpose,SC27,NEIGHBORHOOD INVESTMENT,56111,Special Setups,Internal Services & Work Orders,2003,2,Adjusted,2003
FY16-17,Revenue,Economic & Workforce Development,Economic & Workforce Development,85231,Real Estate,1010,General Fund: General Purpose,PS32,REAL ESTATE,44219,Land Rental: Miscellaneous,Service Charges,37029,2,Adjusted,37029
FY16-17,Revenue,Economic & Workforce Development,Economic & Workforce Development,85231,Real Estate,1010,General Fund: General Purpose,PS32,REAL ESTATE,44418,Other Rental: Billboards,Service Charges,383210,2,Adjusted,383210
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85221,Project Implementation: Staffing,1010,General Fund: General Purpose,SC27,NEIGHBORHOOD INVESTMENT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,43982,2,Adjusted,43982
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85111,Admin: Economic & Workforce Development,1010,General Fund: General Purpose,1TYM,ONE-TIME REV & EXP APPROPRIATIONS,54011,Contract Contingencies (Budgetary Only),Contract Services,200000,2,Adjusted,200000
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85111,Admin: Economic & Workforce Development,1010,General Fund: General Purpose,1TYM,ONE-TIME REV & EXP APPROPRIATIONS,54011,Contract Contingencies (Budgetary Only),Contract Services,103000,2,Adjusted,103000
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85111,Admin: Economic & Workforce Development,1010,General Fund: General Purpose,1TYM,ONE-TIME REV & EXP APPROPRIATIONS,54011,Contract Contingencies (Budgetary Only),Contract Services,130000,2,Adjusted,130000
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85111,Admin: Economic & Workforce Development,1010,General Fund: General Purpose,1TYM,ONE-TIME REV & EXP APPROPRIATIONS,54011,Contract Contingencies (Budgetary Only),Contract Services,100000,2,Adjusted,100000
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85411,Economic Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",51627,Retirement Contributions,Civilian Retirement,711,2,Adjusted,711
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85411,Economic Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",52911,Bottled Water and Food for Human Consumption,Services & Supplies,57,2,Adjusted,57
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85411,Economic Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,1223,2,Adjusted,1223
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85411,Economic Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",53611,Postage and Mailing,Services & Supplies,100,2,Adjusted,100
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85411,Economic Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",55119,"Miscellaneous Travel Expenditures (Tips, Parking)",Travel & Education,127,2,Adjusted,127
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85411,Economic Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",62236,City Accounting Recoveries,Recoveries,-155850,2,Adjusted,-155850
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85411,Economic Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",51122,Temporary: Regular Part Time,Civilian Salaries,18328,2,Adjusted,18328
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85411,Economic Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",51511,Civilian: Paid Leave Charge,Civilian Salaries,631,2,Adjusted,631
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85411,Economic Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",54930,Services: Professional,Contract Services,11822,2,Adjusted,11822
FY16-17,Expense,Economic & Workforce Development,Economic & Workforce Development,85411,Economic Development,1010,General Fund: General Purpose,SC11,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",53314,Advertising and Promotion,Services & Supplies,1500,2,Adjusted,1500
