Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Program Code,Program Description,Account Type,Account Code,Account Category,Account Description,Amount,Amount as number,Budget Type,Budget Name
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51211,Civilian Salaries,Civilian: Holiday Overtime,2260,2260,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51418,Sworn Salaries,Sworn: Longevity,6900,6900,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51317,Civilian Salaries,Allowance: Uniform,3200,3200,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,52211,Services & Supplies,Stationery and Office Supplies,18590,18590,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51212,Civilian Salaries,Civilian: Other Overtime,980,980,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51112,Sworn Salaries,Sworn: Regular,610856,610856,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,56124,Internal Services & Work Orders,City Contract Compliance Dept-Purchasing Services,59676,59676,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,53719,Services & Supplies,Miscellaneous Services,691562,691562,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Revenue,45712,Service Charges,Other Svc Charges: Subpoena Jury and Witness,12000,12000,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,47053,47053,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Revenue,45718,Service Charges,Other Svc Charges: Personnel Services,13000,13000,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,56123,Internal Services & Work Orders,City Accounting Services,98150,98150,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,56511,Internal Services & Work Orders,Radio Rentals,1877782,1877782,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,35008,35008,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,56411,Internal Services & Work Orders,City Vehicle Rentals,6126984,6126984,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,56312,Internal Services & Work Orders,Duplicating,162420,162420,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51111,Civilian Salaries,Civilian: Regular,126690,126690,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1100,Self Insurance Liability,NB01,CENTRAL ADMINISTRATION,Expense,53412,Services & Supplies,Settlement: Claims,-797730,-797730,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1100,Self Insurance Liability,PS01,AGENCY-WIDE ADMINISTRATION,Expense,54511,Contract Services,Legal Fees,1600000,1600000,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1100,Self Insurance Liability,PS01,AGENCY-WIDE ADMINISTRATION,Expense,53412,Services & Supplies,Settlement: Claims,5774480,5774480,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1760,Telecommunications Reserve,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,34763,34763,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1760,Telecommunications Reserve,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51111,Civilian Salaries,Civilian: Regular,68866,68866,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1760,Telecommunications Reserve,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,19030,19030,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1760,Telecommunications Reserve,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,25578,25578,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,2112,Department of Justice,PS37,MEASURE Y,Expense,56124,Internal Services & Work Orders,City Contract Compliance Dept-Purchasing Services,7834,7834,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,2251,Measure Y: Public Safety Act 2004,PS01,AGENCY-WIDE ADMINISTRATION,Expense,56124,Internal Services & Work Orders,City Contract Compliance Dept-Purchasing Services,2146,2146,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,2411,False Alarm Reduction Program,PS01,AGENCY-WIDE ADMINISTRATION,Expense,56123,Internal Services & Work Orders,City Accounting Services,10946,10946,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,2411,False Alarm Reduction Program,PS01,AGENCY-WIDE ADMINISTRATION,Expense,56124,Internal Services & Work Orders,City Contract Compliance Dept-Purchasing Services,8283,8283,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,2416,Traffic Safety Fund,PS01,AGENCY-WIDE ADMINISTRATION,Revenue,49112,Transfers from Fund Balance,Transfers from Undesignated Fund Balance,101293,101293,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,2416,Traffic Safety Fund,PS01,AGENCY-WIDE ADMINISTRATION,Expense,56124,Internal Services & Work Orders,City Contract Compliance Dept-Purchasing Services,2282,2282,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,2999,Miscellaneous Grants,PS01,AGENCY-WIDE ADMINISTRATION,Revenue,49112,Transfers from Fund Balance,Transfers from Undesignated Fund Balance,1300000,1300000,3,Proposed
FY14-15,Police,Police Department,101110,Office of Chief: Administration,2999,Miscellaneous Grants,PS01,AGENCY-WIDE ADMINISTRATION,Expense,54919,Contract Services,Services: Miscellaneous Contract,1000000,1000000,3,Proposed
FY14-15,Police,Police Department,101112,Public Information,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51512,Sworn Salaries,Sworn: Paid Leave Charge,18483,18483,3,Proposed
FY14-15,Police,Police Department,101112,Public Information,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51112,Sworn Salaries,Sworn: Regular,82574,82574,3,Proposed
FY14-15,Police,Police Department,101112,Public Information,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51612,Sworn Retirement,Sworn: Retirement Accrual,35625,35625,3,Proposed
FY14-15,Police,Police Department,101112,Public Information,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51214,Sworn Salaries,Sworn: Overtime,15090,15090,3,Proposed
FY14-15,Police,Police Department,101112,Public Information,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51213,Sworn Salaries,Sworn: Holiday Overtime,1120,1120,3,Proposed
FY14-15,Police,Police Department,101112,Public Information,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51317,Civilian Salaries,Allowance: Uniform,800,800,3,Proposed
FY14-15,Police,Police Department,101112,Public Information,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51614,Sworn Fringe Benefits,Sworn: Fringe Benefits Accrual,37452,37452,3,Proposed
FY14-15,Police,Police Department,101112,Public Information,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51418,Sworn Salaries,Sworn: Longevity,1675,1675,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51512,Sworn Salaries,Sworn: Paid Leave Charge,20700,20700,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51112,Sworn Salaries,Sworn: Regular,92478,92478,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,13129,13129,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51614,Sworn Fringe Benefits,Sworn: Fringe Benefits Accrual,41944,41944,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51612,Sworn Retirement,Sworn: Retirement Accrual,39220,39220,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,23984,23984,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,17647,17647,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51317,Civilian Salaries,Allowance: Uniform,800,800,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51111,Civilian Salaries,Civilian: Regular,47514,47514,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,Expense,53719,Services & Supplies,Miscellaneous Services,26510,26510,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,Expense,51112,Sworn Salaries,Sworn: Regular,2477554,2477554,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,Expense,51428,Sworn Salaries,Premium: Bilingual,3250,3250,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,113239,113239,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,Expense,51317,Civilian Salaries,Allowance: Uniform,20800,20800,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,Expense,51211,Civilian Salaries,Civilian: Holiday Overtime,5040,5040,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,Expense,51212,Civilian Salaries,Civilian: Other Overtime,1960,1960,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,Expense,52211,Services & Supplies,Stationery and Office Supplies,35000,35000,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,Expense,51213,Sworn Salaries,Sworn: Holiday Overtime,24940,24940,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,153902,153902,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,84249,84249,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,Expense,51414,Sworn Salaries,Sworn: Education,165475,165475,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,Expense,51512,Sworn Salaries,Sworn: Paid Leave Charge,554574,554574,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,Expense,51612,Sworn Retirement,Sworn: Retirement Accrual,1169195,1169195,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,Expense,56211,Internal Services & Work Orders,Modifications: Telephone and Installations,170,170,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,Expense,51111,Civilian Salaries,Civilian: Regular,304886,304886,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,Expense,51614,Sworn Fringe Benefits,Sworn: Fringe Benefits Accrual,1123701,1123701,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,Expense,51214,Sworn Salaries,Sworn: Overtime,216490,216490,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,Expense,51418,Sworn Salaries,Sworn: Longevity,28675,28675,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,Expense,51411,Sworn Salaries,Shift Pay,88687,88687,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,Expense,51413,Sworn Salaries,Standby Pay,47805,47805,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,Expense,51417,Sworn Salaries,Sworn: Motorcycle,5830,5830,3,Proposed
FY14-15,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,Expense,51421,Civilian Salaries,Incentive and Special,5830,5830,3,Proposed
FY14-15,Police,Police Department,101130,Office of the Inspector General,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51211,Civilian Salaries,Civilian: Holiday Overtime,2500,2500,3,Proposed
FY14-15,Police,Police Department,101130,Office of the Inspector General,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51414,Sworn Salaries,Sworn: Education,44903,44903,3,Proposed
FY14-15,Police,Police Department,101130,Office of the Inspector General,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51212,Civilian Salaries,Civilian: Other Overtime,1960,1960,3,Proposed
FY14-15,Police,Police Department,101130,Office of the Inspector General,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51418,Sworn Salaries,Sworn: Longevity,3350,3350,3,Proposed
FY14-15,Police,Police Department,101130,Office of the Inspector General,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51428,Sworn Salaries,Premium: Bilingual,5385,5385,3,Proposed
FY14-15,Police,Police Department,101130,Office of the Inspector General,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,67007,67007,3,Proposed
FY14-15,Police,Police Department,101130,Office of the Inspector General,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51112,Sworn Salaries,Sworn: Regular,667340,667340,3,Proposed
FY14-15,Police,Police Department,101130,Office of the Inspector General,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,122408,122408,3,Proposed
FY14-15,Police,Police Department,101130,Office of the Inspector General,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51411,Sworn Salaries,Shift Pay,8337,8337,3,Proposed
FY14-15,Police,Police Department,101130,Office of the Inspector General,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51111,Civilian Salaries,Civilian: Regular,242493,242493,3,Proposed
FY14-15,Police,Police Department,101130,Office of the Inspector General,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,53219,Services & Supplies,Rental: Miscellaneous,49240,49240,3,Proposed
FY14-15,Police,Police Department,101130,Office of the Inspector General,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51317,Civilian Salaries,Allowance: Uniform,5600,5600,3,Proposed
FY14-15,Police,Police Department,101130,Office of the Inspector General,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,90065,90065,3,Proposed
FY14-15,Police,Police Department,101130,Office of the Inspector General,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,51512,Sworn Salaries,Sworn: Paid Leave Charge,149378,149378,3,Proposed
FY14-15,Police,Police Department,101130,Office of the Inspector General,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,Expense,52211,Services & Supplies,Stationery and Office Supplies,4800,4800,3,Proposed
